,A股代码,证券简称,证券全称,上市日期,板块,B股代码,交易所
520,600668,尖峰集团,浙江尖峰集团股份有限公司,1993-07-28,主板A股,,上交所
521,600671,*ST目药,杭州天目山药业股份有限公司,1993-08-23,主板A股,,上交所
522,600673,东阳光,广东东阳光科技控股股份有限公司,1993-09-17,主板A股,,上交所
523,600674,川投能源,四川川投能源股份有限公司,1993-09-24,主板A股,,上交所
524,600675,中华企业,中华企业股份有限公司,1993-09-24,主板A股,,上交所
525,600676,交运股份,上海交运集团股份有限公司,1993-09-28,主板A股,,上交所
526,600678,四川金顶,四川金顶(集团)股份有限公司,1993-10-08,主板A股,,上交所
527,600679,上海凤凰,上海凤凰企业(集团)股份有限公司,1993-10-08,主板A股,,上交所
528,600681,百川能源,百川能源股份有限公司,1993-10-18,主板A股,,上交所
529,600682,南京新百,南京新街口百货商店股份有限公司,1993-10-18,主板A股,,上交所
530,600683,京投发展,京投发展股份有限公司,1993-10-25,主板A股,,上交所
531,600684,珠江股份,广州珠江发展集团股份有限公司,1993-10-28,主板A股,,上交所
532,600685,中船防务,中船海洋与防务装备股份有限公司,1993-10-28,主板A股,,上交所
533,600686,金龙汽车,厦门金龙汽车集团股份有限公司,1993-11-08,主板A股,,上交所
534,600688,上海石化,中国石化上海石油化工股份有限公司,1993-11-08,主板A股,,上交所
535,600689,上海三毛,上海三毛企业(集团)股份有限公司,1993-11-08,主板A股,,上交所
536,600690,海尔智家,海尔智家股份有限公司,1993-11-19,主板A股,,上交所
537,600691,阳煤化工,阳煤化工股份有限公司,1993-11-19,主板A股,,上交所
538,600692,亚通股份,上海亚通股份有限公司,1993-11-19,主板A股,,上交所
539,600693,东百集团,福建东百集团股份有限公司,1993-11-22,主板A股,,上交所
540,600694,大商股份,大商股份有限公司,1993-11-22,主板A股,,上交所
541,600696,岩石股份,上海贵酒股份有限公司,1993-12-06,主板A股,,上交所
542,600697,欧亚集团,长春欧亚集团股份有限公司,1993-12-06,主板A股,,上交所
543,600698,湖南天雁,湖南天雁机械股份有限公司,1993-12-06,主板A股,,上交所
544,600699,均胜电子,宁波均胜电子股份有限公司,1993-12-06,主板A股,,上交所
545,600702,舍得酒业,舍得酒业股份有限公司,1996-05-24,主板A股,,上交所
546,600703,三安光电,三安光电股份有限公司,1996-05-28,主板A股,,上交所
547,600704,物产中大,物产中大集团股份有限公司,1996-06-06,主板A股,,上交所
548,600705,中航产融,中航工业产融控股股份有限公司,1996-05-16,主板A股,,上交所
549,600706,曲江文旅,西安曲江文化旅游股份有限公司,1996-05-16,主板A股,,上交所
550,600707,彩虹股份,彩虹显示器件股份有限公司,1996-05-20,主板A股,,上交所
551,600708,光明地产,光明房地产集团股份有限公司,1996-06-06,主板A股,,上交所
552,600710,苏美达,苏美达股份有限公司,1996-07-01,主板A股,,上交所
553,600711,盛屯矿业,盛屯矿业集团股份有限公司,1996-05-31,主板A股,,上交所
554,600712,南宁百货,南宁百货大楼股份有限公司,1996-06-26,主板A股,,上交所
555,600713,南京医药,南京医药股份有限公司,1996-07-01,主板A股,,上交所
556,600714,金瑞矿业,青海金瑞矿业发展股份有限公司,1996-06-06,主板A股,,上交所
557,600715,文投控股,文投控股股份有限公司,1996-07-01,主板A股,,上交所
558,600716,凤凰股份,江苏凤凰置业投资股份有限公司,1996-07-02,主板A股,,上交所
559,600717,天津港,天津港股份有限公司,1996-06-14,主板A股,,上交所
560,600718,东软集团,东软集团股份有限公司,1996-06-18,主板A股,,上交所
561,600719,大连热电,大连热电股份有限公司,1996-07-16,主板A股,,上交所
562,600720,祁连山,甘肃祁连山水泥集团股份有限公司,1996-07-16,主板A股,,上交所
563,600721,百花医药,新疆百花村医药集团股份有限公司,1996-06-26,主板A股,,上交所
564,600722,金牛化工,河北金牛化工股份有限公司,1996-06-26,主板A股,,上交所
565,600724,宁波富达,宁波富达股份有限公司,1996-07-16,主板A股,,上交所
566,600725,云维股份,云南云维股份有限公司,1996-07-02,主板A股,,上交所
567,600726,华电能源,华电能源股份有限公司,1996-07-01,主板A股,,上交所
568,600727,鲁北化工,山东鲁北化工股份有限公司,1996-07-02,主板A股,,上交所
569,600728,佳都科技,佳都科技集团股份有限公司,1996-07-16,主板A股,,上交所
570,600729,重庆百货,重庆百货大楼股份有限公司,1996-07-02,主板A股,,上交所
571,600730,中国高科,中国高科集团股份有限公司,1996-07-26,主板A股,,上交所
572,600731,湖南海利,湖南海利化工股份有限公司,1996-08-02,主板A股,,上交所
573,600732,爱旭股份,上海爱旭新能源股份有限公司,1996-08-16,主板A股,,上交所
574,600733,北汽蓝谷,北汽蓝谷新能源科技股份有限公司,1996-08-16,主板A股,,上交所
575,600734,ST实达,福建实达集团股份有限公司,1996-08-08,主板A股,,上交所
576,600735,新华锦,山东新华锦国际股份有限公司,1996-07-26,主板A股,,上交所
577,600736,苏州高新,苏州新区高新技术产业股份有限公司,1996-08-15,主板A股,,上交所
578,600737,中粮糖业,中粮糖业控股股份有限公司,1996-07-31,主板A股,,上交所
579,600738,丽尚国潮,兰州丽尚国潮实业集团股份有限公司,1996-08-02,主板A股,,上交所
580,600739,辽宁成大,辽宁成大股份有限公司,1996-08-19,主板A股,,上交所
581,600740,山西焦化,山西焦化股份有限公司,1996-08-08,主板A股,,上交所
582,600741,华域汽车,华域汽车系统股份有限公司,1996-08-26,主板A股,,上交所
583,600742,一汽富维,长春一汽富维汽车零部件股份有限公司,1996-08-26,主板A股,,上交所
584,600743,华远地产,华远地产股份有限公司,1996-09-09,主板A股,,上交所
585,600744,华银电力,大唐华银电力股份有限公司,1996-09-05,主板A股,,上交所
586,600745,闻泰科技,闻泰科技股份有限公司,1996-08-28,主板A股,,上交所
587,600746,江苏索普,江苏索普化工股份有限公司,1996-09-18,主板A股,,上交所
588,600748,上实发展,上海实业发展股份有限公司,1996-09-25,主板A股,,上交所
589,600749,西藏旅游,西藏旅游股份有限公司,1996-10-15,主板A股,,上交所
590,600750,江中药业,江中药业股份有限公司,1996-09-23,主板A股,,上交所
591,600751,海航科技,海航科技股份有限公司,1996-09-09,主板A股,,上交所
592,600753,庚星股份,庚星能源集团股份有限公司,1996-09-27,主板A股,,上交所
593,600754,锦江酒店,上海锦江国际酒店股份有限公司,1996-10-11,主板A股,,上交所
594,600755,厦门国贸,厦门国贸集团股份有限公司,1996-10-03,主板A股,,上交所
595,600756,浪潮软件,浪潮软件股份有限公司,1996-09-23,主板A股,,上交所
596,600757,长江传媒,长江出版传媒股份有限公司,1996-10-03,主板A股,,上交所
597,600758,辽宁能源,辽宁能源煤电产业股份有限公司,1996-10-29,主板A股,,上交所
598,600759,ST洲际,洲际油气股份有限公司,1996-10-08,主板A股,,上交所
599,600760,中航沈飞,中航沈飞股份有限公司,1996-10-11,主板A股,,上交所
600,600761,安徽合力,安徽合力股份有限公司,1996-10-09,主板A股,,上交所
601,600763,通策医疗,通策医疗股份有限公司,1996-10-30,主板A股,,上交所
602,600764,中国海防,中国船舶重工集团海洋防务与信息对抗股份有限公司,1996-11-04,主板A股,,上交所
603,600765,中航重机,中航重机股份有限公司,1996-11-06,主板A股,,上交所
604,600766,*ST园城,烟台园城黄金股份有限公司,1996-10-28,主板A股,,上交所
605,600768,宁波富邦,宁波富邦精业集团股份有限公司,1996-11-11,主板A股,,上交所
606,600769,祥龙电业,武汉祥龙电业股份有限公司,1996-11-01,主板A股,,上交所
607,600770,综艺股份,江苏综艺股份有限公司,1996-11-20,主板A股,,上交所
608,600771,广誉远,广誉远中药股份有限公司,1996-11-05,主板A股,,上交所
609,600773,西藏城投,西藏城市发展投资股份有限公司,1996-11-08,主板A股,,上交所
610,600774,汉商集团,汉商集团股份有限公司,1996-11-08,主板A股,,上交所
611,600775,南京熊猫,南京熊猫电子股份有限公司,1996-11-18,主板A股,,上交所
612,600776,东方通信,东方通信股份有限公司,1996-11-26,主板A股,,上交所
613,600777,新潮能源,山东新潮能源股份有限公司,1996-11-21,主板A股,,上交所
614,600778,友好集团,新疆友好(集团)股份有限公司,1996-12-03,主板A股,,上交所
615,600779,水井坊,四川水井坊股份有限公司,1996-12-06,主板A股,,上交所
616,600780,通宝能源,山西通宝能源股份有限公司,1996-12-05,主板A股,,上交所
617,600782,新钢股份,新余钢铁股份有限公司,1996-12-25,主板A股,,上交所
618,600783,鲁信创投,鲁信创业投资集团股份有限公司,1996-12-25,主板A股,,上交所
619,600784,鲁银投资,鲁银投资集团股份有限公司,1996-12-25,主板A股,,上交所
620,600785,新华百货,银川新华百货商业集团股份有限公司,1997-01-08,主板A股,,上交所
621,600787,中储股份,中储发展股份有限公司,1997-01-21,主板A股,,上交所
622,600789,鲁抗医药,山东鲁抗医药股份有限公司,1997-02-26,主板A股,,上交所
623,600790,轻纺城,浙江中国轻纺城集团股份有限公司,1997-02-28,主板A股,,上交所
624,600791,京能置业,京能置业股份有限公司,1997-01-30,主板A股,,上交所
625,600792,云煤能源,云南煤业能源股份有限公司,1997-01-23,主板A股,,上交所
626,600793,宜宾纸业,宜宾纸业股份有限公司,1997-02-20,主板A股,,上交所
627,600794,保税科技,张家港保税科技(集团)股份有限公司,1997-03-06,主板A股,,上交所
628,600795,国电电力,国电电力发展股份有限公司,1997-03-18,主板A股,,上交所
629,600796,钱江生化,浙江钱江生物化学股份有限公司,1997-04-08,主板A股,,上交所
630,600797,浙大网新,浙大网新科技股份有限公司,1997-04-18,主板A股,,上交所
631,600798,宁波海运,宁波海运股份有限公司,1997-04-23,主板A股,,上交所
632,600800,渤海化学,天津渤海化学股份有限公司,1993-12-06,主板A股,,上交所
633,600801,华新水泥,华新水泥股份有限公司,1994-01-03,主板A股,,上交所
634,600802,福建水泥,福建水泥股份有限公司,1994-01-03,主板A股,,上交所
635,600803,新奥股份,新奥天然气股份有限公司,1994-01-03,主板A股,,上交所
636,600804,ST鹏博士,鹏博士电信传媒集团股份有限公司,1994-01-03,主板A股,,上交所
637,600805,悦达投资,江苏悦达投资股份有限公司,1994-01-03,主板A股,,上交所
638,600807,济南高新,济南高新发展股份有限公司,1994-01-03,主板A股,,上交所
639,600808,马钢股份,马鞍山钢铁股份有限公司,1994-01-06,主板A股,,上交所
640,600809,山西汾酒,山西杏花村汾酒厂股份有限公司,1994-01-06,主板A股,,上交所
641,600810,神马股份,神马实业股份有限公司,1994-01-06,主板A股,,上交所
642,600811,东方集团,东方集团股份有限公司,1994-01-06,主板A股,,上交所
643,600812,华北制药,华北制药股份有限公司,1994-01-14,主板A股,,上交所
644,600814,杭州解百,杭州解百集团股份有限公司,1994-01-14,主板A股,,上交所
645,600815,厦工股份,厦门厦工机械股份有限公司,1994-01-28,主板A股,,上交所
646,600816,ST建元,建元信托股份有限公司,1994-01-28,主板A股,,上交所
647,600817,宇通重工,宇通重工股份有限公司,1994-01-28,主板A股,,上交所
648,600818,中路股份,中路股份有限公司,1994-01-28,主板A股,,上交所
649,600819,耀皮玻璃,上海耀皮玻璃集团股份有限公司,1994-01-28,主板A股,,上交所
650,600820,隧道股份,上海隧道工程股份有限公司,1994-01-28,主板A股,,上交所
651,600821,金开新能,金开新能源股份有限公司,1994-01-28,主板A股,,上交所
652,600822,上海物贸,上海物资贸易股份有限公司,1994-02-04,主板A股,,上交所
653,600823,ST世茂,上海世茂股份有限公司,1994-02-04,主板A股,,上交所
654,600824,益民集团,上海益民商业集团股份有限公司,1994-02-04,主板A股,,上交所
655,600825,新华传媒,上海新华传媒股份有限公司,1994-02-04,主板A股,,上交所
656,600826,兰生股份,东浩兰生会展集团股份有限公司,1994-02-04,主板A股,,上交所
657,600827,百联股份,上海百联集团股份有限公司,1994-02-04,主板A股,,上交所
658,600828,茂业商业,茂业商业股份有限公司,1994-02-24,主板A股,,上交所
659,600829,人民同泰,哈药集团人民同泰医药股份有限公司,1994-02-24,主板A股,,上交所
660,600830,香溢融通,香溢融通控股集团股份有限公司,1994-02-24,主板A股,,上交所
661,600831,广电网络,陕西广电网络传媒(集团)股份有限公司,1994-02-24,主板A股,,上交所
662,600833,第一医药,上海第一医药股份有限公司,1994-02-24,主板A股,,上交所
663,600834,申通地铁,上海申通地铁股份有限公司,1994-02-24,主板A股,,上交所
664,600835,上海机电,上海机电股份有限公司,1994-02-24,主板A股,,上交所
665,600836,上海易连,上海易连实业集团股份有限公司,1994-02-24,主板A股,,上交所
666,600837,海通证券,海通证券股份有限公司,1994-02-24,主板A股,,上交所
667,600838,上海九百,上海九百股份有限公司,1994-02-24,主板A股,,上交所
668,600839,四川长虹,四川长虹电器股份有限公司,1994-03-11,主板A股,,上交所
669,600841,动力新科,上海新动力汽车科技股份有限公司,1994-03-11,主板A股,,上交所
670,600843,上工申贝,上工申贝(集团)股份有限公司,1994-03-11,主板A股,,上交所
671,600844,丹化科技,丹化化工科技股份有限公司,1994-03-11,主板A股,,上交所
672,600845,宝信软件,上海宝信软件股份有限公司,1994-03-11,主板A股,,上交所
673,600846,同济科技,上海同济科技实业股份有限公司,1994-03-11,主板A股,,上交所
674,600847,万里股份,重庆万里新能源股份有限公司,1994-03-24,主板A股,,上交所
675,600848,上海临港,上海临港控股股份有限公司,1994-03-24,主板A股,,上交所
676,600850,电科数字,中电科数字技术股份有限公司,1994-03-24,主板A股,,上交所
677,600851,海欣股份,上海海欣集团股份有限公司,1994-04-04,主板A股,,上交所
678,600853,龙建股份,龙建路桥股份有限公司,1994-04-04,主板A股,,上交所
679,600854,春兰股份,江苏春兰制冷设备股份有限公司,1994-04-25,主板A股,,上交所
680,600855,航天长峰,北京航天长峰股份有限公司,1994-04-25,主板A股,,上交所
681,600857,宁波中百,宁波中百股份有限公司,1994-04-25,主板A股,,上交所
682,600858,银座股份,银座集团股份有限公司,1994-05-06,主板A股,,上交所
683,600859,王府井,王府井集团股份有限公司,1994-05-06,主板A股,,上交所
684,600860,京城股份,北京京城机电股份有限公司,1994-05-06,主板A股,,上交所
685,600861,北京人力,北京国际人力资本集团股份有限公司,1994-05-20,主板A股,,上交所
686,600862,中航高科,中航航空高科技股份有限公司,1994-05-20,主板A股,,上交所
687,600863,内蒙华电,内蒙古蒙电华能热电股份有限公司,1994-05-20,主板A股,,上交所
688,600864,哈投股份,哈尔滨哈投投资股份有限公司,1994-08-09,主板A股,,上交所
689,600865,百大集团,百大集团股份有限公司,1994-08-09,主板A股,,上交所
690,600866,星湖科技,广东肇庆星湖生物科技股份有限公司,1994-08-18,主板A股,,上交所
691,600867,通化东宝,通化东宝药业股份有限公司,1994-08-24,主板A股,,上交所
692,600868,梅雁吉祥,广东梅雁吉祥水电股份有限公司,1994-09-12,主板A股,,上交所
693,600869,远东股份,远东智慧能源股份有限公司,1995-02-06,主板A股,,上交所
694,600871,石化油服,中石化石油工程技术服务股份有限公司,1995-04-11,主板A股,,上交所
695,600872,中炬高新,中炬高新技术实业(集团)股份有限公司,1995-01-24,主板A股,,上交所
696,600873,梅花生物,梅花生物科技集团股份有限公司,1995-02-17,主板A股,,上交所
697,600874,创业环保,天津创业环保集团股份有限公司,1995-06-30,主板A股,,上交所
698,600875,东方电气,东方电气股份有限公司,1995-10-10,主板A股,,上交所
699,600876,凯盛新能,凯盛新能源股份有限公司,1995-10-31,主板A股,,上交所
700,600877,电科芯片,中电科芯片技术股份有限公司,1995-10-13,主板A股,,上交所
701,600879,航天电子,航天时代电子技术股份有限公司,1995-11-15,主板A股,,上交所
702,600880,博瑞传播,成都博瑞传播股份有限公司,1995-11-15,主板A股,,上交所
703,600881,亚泰集团,吉林亚泰(集团)股份有限公司,1995-11-15,主板A股,,上交所
704,600882,妙可蓝多,上海妙可蓝多食品科技股份有限公司,1995-12-06,主板A股,,上交所
705,600883,博闻科技,云南博闻科技实业股份有限公司,1995-12-08,主板A股,,上交所
706,600884,杉杉股份,宁波杉杉股份有限公司,1996-01-30,主板A股,,上交所
707,600885,宏发股份,宏发科技股份有限公司,1996-02-05,主板A股,,上交所
708,600886,国投电力,国投电力控股股份有限公司,1996-01-18,主板A股,,上交所
709,600887,伊利股份,内蒙古伊利实业集团股份有限公司,1996-03-12,主板A股,,上交所
710,600888,新疆众和,新疆众和股份有限公司,1996-02-15,主板A股,,上交所
711,600889,南京化纤,南京化纤股份有限公司,1996-03-08,主板A股,,上交所
712,600892,大晟文化,大晟时代文化投资股份有限公司,1996-03-15,主板A股,,上交所
713,600893,航发动力,中国航发动力股份有限公司,1996-04-08,主板A股,,上交所
714,600894,广日股份,广州广日股份有限公司,1996-03-28,主板A股,,上交所
715,600895,张江高科,上海张江高科技园区开发股份有限公司,1996-04-22,主板A股,,上交所
716,600897,厦门空港,元翔(厦门)国际航空港股份有限公司,1996-05-31,主板A股,,上交所
717,600898,ST美讯,国美通讯设备股份有限公司,1996-04-18,主板A股,,上交所
718,600900,长江电力,中国长江电力股份有限公司,2003-11-18,主板A股,,上交所
719,600901,江苏金租,江苏金融租赁股份有限公司,2018-03-01,主板A股,,上交所
720,600903,贵州燃气,贵州燃气集团股份有限公司,2017-11-07,主板A股,,上交所
721,600905,三峡能源,中国三峡新能源(集团)股份有限公司,2021-06-10,主板A股,,上交所
722,600906,财达证券,财达证券股份有限公司,2021-05-07,主板A股,,上交所
723,600908,无锡银行,无锡农村商业银行股份有限公司,2016-09-23,主板A股,,上交所
724,600909,华安证券,华安证券股份有限公司,2016-12-06,主板A股,,上交所
725,600916,中国黄金,中国黄金集团黄金珠宝股份有限公司,2021-02-05,主板A股,,上交所
726,600917,重庆燃气,重庆燃气集团股份有限公司,2014-09-30,主板A股,,上交所
727,600918,中泰证券,中泰证券股份有限公司,2020-06-03,主板A股,,上交所
728,600919,江苏银行,江苏银行股份有限公司,2016-08-02,主板A股,,上交所
729,600925,苏能股份,江苏徐矿能源股份有限公司,2023-03-29,主板A股,,上交所
730,600926,杭州银行,杭州银行股份有限公司,2016-10-27,主板A股,,上交所
731,600927,永安期货,永安期货股份有限公司,2021-12-23,主板A股,,上交所
732,600928,西安银行,西安银行股份有限公司,2019-03-01,主板A股,,上交所
733,600929,雪天盐业,雪天盐业集团股份有限公司,2018-03-26,主板A股,,上交所
734,600933,爱柯迪,爱柯迪股份有限公司,2017-11-17,主板A股,,上交所
735,600935,华塑股份,安徽华塑股份有限公司,2021-11-26,主板A股,,上交所
736,600936,广西广电,广西广播电视信息网络股份有限公司,2016-08-15,主板A股,,上交所
737,600938,中国海油,中国海洋石油有限公司,2022-04-21,主板A股,,上交所
738,600939,重庆建工,重庆建工集团股份有限公司,2017-02-21,主板A股,,上交所
739,600941,中国移动,中国移动有限公司,2022-01-05,主板A股,,上交所
740,600955,维远股份,利华益维远化学股份有限公司,2021-09-15,主板A股,,上交所
741,600956,新天绿能,新天绿色能源股份有限公司,2020-06-29,主板A股,,上交所
742,600958,东方证券,东方证券股份有限公司,2015-03-23,主板A股,,上交所
743,600959,江苏有线,江苏省广电有线信息网络股份有限公司,2015-04-28,主板A股,,上交所
744,600960,渤海汽车,渤海汽车系统股份有限公司,2004-04-07,主板A股,,上交所
745,600961,株冶集团,株洲冶炼集团股份有限公司,2004-08-30,主板A股,,上交所
746,600962,国投中鲁,国投中鲁果汁股份有限公司,2004-06-22,主板A股,,上交所
747,600963,岳阳林纸,岳阳林纸股份有限公司,2004-05-25,主板A股,,上交所
748,600965,福成股份,河北福成五丰食品股份有限公司,2004-07-13,主板A股,,上交所
749,600966,博汇纸业,山东博汇纸业股份有限公司,2004-06-08,主板A股,,上交所
750,600967,内蒙一机,内蒙古第一机械集团股份有限公司,2004-05-18,主板A股,,上交所
751,600968,海油发展,中海油能源发展股份有限公司,2019-06-26,主板A股,,上交所
752,600969,郴电国际,湖南郴电国际发展股份有限公司,2004-04-08,主板A股,,上交所
753,600970,中材国际,中国中材国际工程股份有限公司,2005-04-12,主板A股,,上交所
754,600971,恒源煤电,安徽恒源煤电股份有限公司,2004-08-17,主板A股,,上交所
755,600973,宝胜股份,宝胜科技创新股份有限公司,2004-08-02,主板A股,,上交所
756,600975,新五丰,湖南新五丰股份有限公司,2004-06-09,主板A股,,上交所
757,600976,健民集团,健民药业集团股份有限公司,2004-04-19,主板A股,,上交所
758,600977,中国电影,中国电影股份有限公司,2016-08-09,主板A股,,上交所
759,600979,广安爱众,四川广安爱众股份有限公司,2004-09-06,主板A股,,上交所
760,600980,北矿科技,北矿科技股份有限公司,2004-05-12,主板A股,,上交所
761,600981,汇鸿集团,江苏汇鸿国际集团股份有限公司,2004-06-30,主板A股,,上交所
762,600982,宁波能源,宁波能源集团股份有限公司,2004-07-06,主板A股,,上交所
763,600983,惠而浦,惠而浦(中国)股份有限公司,2004-07-27,主板A股,,上交所
764,600984,建设机械,陕西建设机械股份有限公司,2004-07-07,主板A股,,上交所
765,600985,淮北矿业,淮北矿业控股股份有限公司,2004-04-28,主板A股,,上交所
766,600986,浙文互联,浙文互联集团股份有限公司,2004-04-26,主板A股,,上交所
767,600987,航民股份,浙江航民股份有限公司,2004-08-09,主板A股,,上交所
768,600988,赤峰黄金,赤峰吉隆黄金矿业股份有限公司,2004-04-14,主板A股,,上交所
769,600989,宝丰能源,宁夏宝丰能源集团股份有限公司,2019-05-16,主板A股,,上交所
770,600990,四创电子,四创电子股份有限公司,2004-05-10,主板A股,,上交所
771,600992,贵绳股份,贵州钢绳股份有限公司,2004-05-14,主板A股,,上交所
772,600993,马应龙,马应龙药业集团股份有限公司,2004-05-17,主板A股,,上交所
773,600995,南网储能,南方电网储能股份有限公司,2004-06-15,主板A股,,上交所
774,600996,贵广网络,贵州省广播电视信息网络股份有限公司,2016-12-26,主板A股,,上交所
775,600997,开滦股份,开滦能源化工股份有限公司,2004-06-02,主板A股,,上交所
776,600998,九州通,九州通医药集团股份有限公司,2010-11-02,主板A股,,上交所
777,600999,招商证券,招商证券股份有限公司,2009-11-17,主板A股,,上交所
778,601000,唐山港,唐山港集团股份有限公司,2010-07-05,主板A股,,上交所
779,601001,晋控煤业,晋能控股山西煤业股份有限公司,2006-06-23,主板A股,,上交所
780,601002,晋亿实业,晋亿实业股份有限公司,2007-01-26,主板A股,,上交所
781,601003,柳钢股份,柳州钢铁股份有限公司,2007-02-27,主板A股,,上交所
782,601005,重庆钢铁,重庆钢铁股份有限公司,2007-02-28,主板A股,,上交所
783,601006,大秦铁路,大秦铁路股份有限公司,2006-08-01,主板A股,,上交所
784,601007,金陵饭店,金陵饭店股份有限公司,2007-04-06,主板A股,,上交所
785,601008,连云港,江苏连云港港口股份有限公司,2007-04-26,主板A股,,上交所
786,601009,南京银行,南京银行股份有限公司,2007-07-19,主板A股,,上交所
787,601010,文峰股份,文峰大世界连锁发展股份有限公司,2011-06-03,主板A股,,上交所
788,601011,宝泰隆,宝泰隆新材料股份有限公司,2011-03-09,主板A股,,上交所
789,601012,隆基绿能,隆基绿能科技股份有限公司,2012-04-11,主板A股,,上交所
790,601015,陕西黑猫,陕西黑猫焦化股份有限公司,2014-11-05,主板A股,,上交所
791,601016,节能风电,中节能风力发电股份有限公司,2014-09-29,主板A股,,上交所
792,601018,宁波港,宁波舟山港股份有限公司,2010-09-28,主板A股,,上交所
793,601019,山东出版,山东出版传媒股份有限公司,2017-11-22,主板A股,,上交所
794,601020,华钰矿业,西藏华钰矿业股份有限公司,2016-03-16,主板A股,,上交所
795,601021,春秋航空,春秋航空股份有限公司,2015-01-21,主板A股,,上交所
796,601022,宁波远洋,宁波远洋运输股份有限公司,2022-12-08,主板A股,,上交所
797,601028,玉龙股份,山东玉龙黄金股份有限公司,2011-11-07,主板A股,,上交所
798,601038,一拖股份,第一拖拉机股份有限公司,2012-08-08,主板A股,,上交所
799,601058,赛轮轮胎,赛轮集团股份有限公司,2011-06-30,主板A股,,上交所
800,601059,信达证券,信达证券股份有限公司,2023-02-01,主板A股,,上交所
801,601061,中信金属,中信金属股份有限公司,2023-04-10,主板A股,,上交所
802,601065,江盐集团,江西省盐业集团股份有限公司,2023-04-10,主板A股,,上交所
803,601066,中信建投,中信建投证券股份有限公司,2018-06-20,主板A股,,上交所
804,601068,中铝国际,中铝国际工程股份有限公司,2018-08-31,主板A股,,上交所
805,601069,西部黄金,西部黄金股份有限公司,2015-01-22,主板A股,,上交所
806,601077,渝农商行,重庆农村商业银行股份有限公司,2019-10-29,主板A股,,上交所
807,601086,国芳集团,甘肃国芳工贸(集团)股份有限公司,2017-09-29,主板A股,,上交所
808,601088,中国神华,中国神华能源股份有限公司,2007-10-09,主板A股,,上交所
809,601089,福元医药,北京福元医药股份有限公司,2022-06-30,主板A股,,上交所
810,601098,中南传媒,中南出版传媒集团股份有限公司,2010-10-28,主板A股,,上交所
811,601099,太平洋,太平洋证券股份有限公司,2007-12-28,主板A股,,上交所
812,601100,恒立液压,江苏恒立液压股份有限公司,2011-10-28,主板A股,,上交所
813,601101,昊华能源,北京昊华能源股份有限公司,2010-03-31,主板A股,,上交所
814,601106,中国一重,中国第一重型机械股份公司,2010-02-09,主板A股,,上交所
815,601107,四川成渝,四川成渝高速公路股份有限公司,2009-07-27,主板A股,,上交所
816,601108,财通证券,财通证券股份有限公司,2017-10-24,主板A股,,上交所
817,601111,中国国航,中国国际航空股份有限公司,2006-08-18,主板A股,,上交所
818,601113,华鼎股份,义乌华鼎锦纶股份有限公司,2011-05-09,主板A股,,上交所
819,601116,三江购物,三江购物俱乐部股份有限公司,2011-03-02,主板A股,,上交所
820,601117,中国化学,中国化学工程股份有限公司,2010-01-07,主板A股,,上交所
821,601118,海南橡胶,海南天然橡胶产业集团股份有限公司,2011-01-07,主板A股,,上交所
822,601121,宝地矿业,新疆宝地矿业股份有限公司,2023-03-10,主板A股,,上交所
823,601126,四方股份,北京四方继保自动化股份有限公司,2010-12-31,主板A股,,上交所
824,601127,赛力斯,赛力斯集团股份有限公司,2016-06-15,主板A股,,上交所
825,601128,常熟银行,江苏常熟农村商业银行股份有限公司,2016-09-30,主板A股,,上交所
826,601133,柏诚股份,柏诚系统科技股份有限公司,2023-04-10,主板A股,,上交所
827,601136,首创证券,首创证券股份有限公司,2022-12-22,主板A股,,上交所
828,601137,博威合金,宁波博威合金材料股份有限公司,2011-01-27,主板A股,,上交所
829,601138,工业富联,富士康工业互联网股份有限公司,2018-06-08,主板A股,,上交所
830,601139,深圳燃气,深圳市燃气集团股份有限公司,2009-12-25,主板A股,,上交所
831,601155,新城控股,新城控股集团股份有限公司,2015-12-04,主板A股,,上交所
832,601156,东航物流,东方航空物流股份有限公司,2021-06-09,主板A股,,上交所
833,601158,重庆水务,重庆水务集团股份有限公司,2010-03-29,主板A股,,上交所
834,601162,天风证券,天风证券股份有限公司,2018-10-19,主板A股,,上交所
835,601163,三角轮胎,三角轮胎股份有限公司,2016-09-09,主板A股,,上交所
836,601166,兴业银行,兴业银行股份有限公司,2007-02-05,主板A股,,上交所
837,601168,西部矿业,西部矿业股份有限公司,2007-07-12,主板A股,,上交所
838,601169,北京银行,北京银行股份有限公司,2007-09-19,主板A股,,上交所
839,601177,杭齿前进,杭州前进齿轮箱集团股份有限公司,2010-10-11,主板A股,,上交所
840,601179,中国西电,中国西电电气股份有限公司,2010-01-28,主板A股,,上交所
841,601186,中国铁建,中国铁建股份有限公司,2008-03-10,主板A股,,上交所
842,601187,厦门银行,厦门银行股份有限公司,2020-10-27,主板A股,,上交所
843,601188,龙江交通,黑龙江交通发展股份有限公司,2010-03-19,主板A股,,上交所
844,601198,东兴证券,东兴证券股份有限公司,2015-02-26,主板A股,,上交所
845,601199,江南水务,江苏江南水务股份有限公司,2011-03-17,主板A股,,上交所
846,601200,上海环境,上海环境集团股份有限公司,2017-03-31,主板A股,,上交所
847,601208,东材科技,四川东材科技集团股份有限公司,2011-05-20,主板A股,,上交所
848,601211,国泰君安,国泰君安证券股份有限公司,2015-06-26,主板A股,,上交所
849,601212,白银有色,白银有色集团股份有限公司,2017-02-15,主板A股,,上交所
