,A股代码,证券简称,证券全称,上市日期,板块,B股代码,交易所
16,688018,乐鑫科技,乐鑫信息科技(上海)股份有限公司,2019-07-22,科创板,,上交所
17,688019,安集科技,安集微电子科技(上海)股份有限公司,2019-07-22,科创板,,上交所
18,688020,方邦股份,广州方邦电子股份有限公司,2019-07-22,科创板,,上交所
19,688021,奥福环保,山东奥福环保科技股份有限公司,2019-11-06,科创板,,上交所
20,688022,瀚川智能,苏州瀚川智能科技股份有限公司,2019-07-22,科创板,,上交所
21,688023,安恒信息,杭州安恒信息技术股份有限公司,2019-11-05,科创板,,上交所
22,688025,杰普特,深圳市杰普特光电股份有限公司,2019-10-31,科创板,,上交所
23,688026,洁特生物,广州洁特生物过滤股份有限公司,2020-01-22,科创板,,上交所
24,688027,国盾量子,科大国盾量子技术股份有限公司,2020-07-09,科创板,,上交所
25,688028,沃尔德,北京沃尔德金刚石工具股份有限公司,2019-07-22,科创板,,上交所
26,688029,南微医学,南微医学科技股份有限公司,2019-07-22,科创板,,上交所
27,688030,山石网科,山石网科通信技术股份有限公司,2019-09-30,科创板,,上交所
28,688031,星环科技,星环信息科技(上海)股份有限公司,2022-10-18,科创板,,上交所
29,688032,禾迈股份,杭州禾迈电力电子股份有限公司,2021-12-20,科创板,,上交所
30,688033,天宜上佳,北京天宜上佳高新材料股份有限公司,2019-07-22,科创板,,上交所
31,688035,德邦科技,烟台德邦科技股份有限公司,2022-09-19,科创板,,上交所
32,688036,传音控股,深圳传音控股股份有限公司,2019-09-30,科创板,,上交所
33,688037,芯源微,沈阳芯源微电子设备股份有限公司,2019-12-16,科创板,,上交所
34,688038,中科通达,武汉中科通达高新技术股份有限公司,2021-07-13,科创板,,上交所
35,688039,当虹科技,杭州当虹科技股份有限公司,2019-12-11,科创板,,上交所
36,688041,海光信息,海光信息技术股份有限公司,2022-08-12,科创板,,上交所
37,688045,必易微,深圳市必易微电子股份有限公司,2022-05-26,科创板,,上交所
38,688046,药康生物,江苏集萃药康生物科技股份有限公司,2022-04-25,科创板,,上交所
39,688047,龙芯中科,龙芯中科技术股份有限公司,2022-06-24,科创板,,上交所
40,688048,长光华芯,苏州长光华芯光电技术股份有限公司,2022-04-01,科创板,,上交所
41,688049,炬芯科技,炬芯科技股份有限公司,2021-11-29,科创板,,上交所
42,688050,爱博医疗,爱博诺德(北京)医疗科技股份有限公司,2020-07-29,科创板,,上交所
43,688051,佳华科技,罗克佳华科技集团股份有限公司,2020-03-20,科创板,,上交所
44,688052,纳芯微,苏州纳芯微电子股份有限公司,2022-04-22,科创板,,上交所
45,688053,思科瑞,成都思科瑞微电子股份有限公司,2022-07-08,科创板,,上交所
46,688055,龙腾光电,昆山龙腾光电股份有限公司,2020-08-17,科创板,,上交所
47,688056,莱伯泰科,北京莱伯泰科仪器股份有限公司,2020-09-02,科创板,,上交所
48,688057,金达莱,江西金达莱环保股份有限公司,2020-11-11,科创板,,上交所
49,688058,宝兰德,北京宝兰德软件股份有限公司,2019-11-01,科创板,,上交所
50,688059,华锐精密,株洲华锐精密工具股份有限公司,2021-02-08,科创板,,上交所
51,688060,云涌科技,江苏云涌电子科技股份有限公司,2020-07-10,科创板,,上交所
52,688061,灿瑞科技,上海灿瑞科技股份有限公司,2022-10-18,科创板,,上交所
53,688062,迈威生物,迈威(上海)生物科技股份有限公司,2022-01-18,科创板,,上交所
54,688063,派能科技,上海派能能源科技股份有限公司,2020-12-30,科创板,,上交所
55,688065,凯赛生物,上海凯赛生物技术股份有限公司,2020-08-12,科创板,,上交所
56,688066,航天宏图,航天宏图信息技术股份有限公司,2019-07-22,科创板,,上交所
57,688067,爱威科技,爱威科技股份有限公司,2021-06-16,科创板,,上交所
58,688068,热景生物,北京热景生物技术股份有限公司,2019-09-30,科创板,,上交所
59,688069,德林海,无锡德林海环保科技股份有限公司,2020-07-22,科创板,,上交所
60,688070,纵横股份,成都纵横自动化技术股份有限公司,2021-02-10,科创板,,上交所
61,688071,华依科技,上海华依科技集团股份有限公司,2021-07-29,科创板,,上交所
62,688072,拓荆科技,拓荆科技股份有限公司,2022-04-20,科创板,,上交所
63,688073,毕得医药,上海毕得医药科技股份有限公司,2022-10-11,科创板,,上交所
64,688075,安旭生物,杭州安旭生物科技股份有限公司,2021-11-18,科创板,,上交所
65,688076,诺泰生物,江苏诺泰澳赛诺生物制药股份有限公司,2021-05-20,科创板,,上交所
66,688077,大地熊,安徽大地熊新材料股份有限公司,2020-07-22,科创板,,上交所
67,688078,龙软科技,北京龙软科技股份有限公司,2019-12-30,科创板,,上交所
68,688079,美迪凯,杭州美迪凯光电科技股份有限公司,2021-03-02,科创板,,上交所
69,688080,映翰通,北京映翰通网络技术股份有限公司,2020-02-12,科创板,,上交所
70,688081,兴图新科,武汉兴图新科电子股份有限公司,2020-01-06,科创板,,上交所
71,688082,盛美上海,盛美半导体设备(上海)股份有限公司,2021-11-18,科创板,,上交所
72,688083,中望软件,广州中望龙腾软件股份有限公司,2021-03-11,科创板,,上交所
73,688084,晶品特装,北京晶品特装科技股份有限公司,2022-12-08,科创板,,上交所
74,688085,三友医疗,上海三友医疗器械股份有限公司,2020-04-09,科创板,,上交所
75,688087,英科再生,山东英科环保再生资源股份有限公司,2021-07-09,科创板,,上交所
76,688088,虹软科技,虹软科技股份有限公司,2019-07-22,科创板,,上交所
77,688089,嘉必优,嘉必优生物技术(武汉)股份有限公司,2019-12-19,科创板,,上交所
78,688090,瑞松科技,广州瑞松智能科技股份有限公司,2020-02-17,科创板,,上交所
79,688091,上海谊众,上海谊众药业股份有限公司,2021-09-09,科创板,,上交所
80,688092,爱科科技,杭州爱科科技股份有限公司,2021-03-19,科创板,,上交所
81,688093,世华科技,苏州世华新材料科技股份有限公司,2020-09-30,科创板,,上交所
82,688095,福昕软件,福建福昕软件开发股份有限公司,2020-09-08,科创板,,上交所
83,688096,京源环保,江苏京源环保股份有限公司,2020-04-09,科创板,,上交所
84,688097,博众精工,博众精工科技股份有限公司,2021-05-12,科创板,,上交所
85,688098,申联生物,申联生物医药(上海)股份有限公司,2019-10-28,科创板,,上交所
86,688099,晶晨股份,晶晨半导体(上海)股份有限公司,2019-08-08,科创板,,上交所
87,688100,威胜信息,威胜信息技术股份有限公司,2020-01-21,科创板,,上交所
88,688101,三达膜,三达膜环境技术股份有限公司,2019-11-15,科创板,,上交所
89,688102,斯瑞新材,陕西斯瑞新材料股份有限公司,2022-03-16,科创板,,上交所
90,688103,国力股份,昆山国力电子科技股份有限公司,2021-09-10,科创板,,上交所
91,688105,诺唯赞,南京诺唯赞生物科技股份有限公司,2021-11-15,科创板,,上交所
92,688106,金宏气体,金宏气体股份有限公司,2020-06-16,科创板,,上交所
93,688107,安路科技,上海安路信息科技股份有限公司,2021-11-12,科创板,,上交所
94,688108,赛诺医疗,赛诺医疗科学技术股份有限公司,2019-10-30,科创板,,上交所
95,688109,品茗科技,品茗科技股份有限公司,2021-03-30,科创板,,上交所
96,688110,东芯股份,东芯半导体股份有限公司,2021-12-10,科创板,,上交所
97,688111,金山办公,北京金山办公软件股份有限公司,2019-11-18,科创板,,上交所
98,688112,鼎阳科技,深圳市鼎阳科技股份有限公司,2021-12-01,科创板,,上交所
99,688113,联测科技,江苏联测机电科技股份有限公司,2021-05-06,科创板,,上交所
100,688114,华大智造,深圳华大智造科技股份有限公司,2022-09-09,科创板,,上交所
101,688115,思林杰,广州思林杰科技股份有限公司,2022-03-14,科创板,,上交所
102,688116,天奈科技,江苏天奈科技股份有限公司,2019-09-25,科创板,,上交所
103,688117,圣诺生物,成都圣诺生物科技股份有限公司,2021-06-03,科创板,,上交所
104,688118,普元信息,普元信息技术股份有限公司,2019-12-04,科创板,,上交所
105,688119,中钢洛耐,中钢洛耐科技股份有限公司,2022-06-06,科创板,,上交所
106,688120,华海清科,华海清科股份有限公司,2022-06-08,科创板,,上交所
107,688121,卓然股份,上海卓然工程技术股份有限公司,2021-09-06,科创板,,上交所
108,688122,西部超导,西部超导材料科技股份有限公司,2019-07-22,科创板,,上交所
109,688123,聚辰股份,聚辰半导体股份有限公司,2019-12-23,科创板,,上交所
110,688125,安达智能,广东安达智能装备股份有限公司,2022-04-15,科创板,,上交所
111,688126,沪硅产业,上海硅产业集团股份有限公司,2020-04-20,科创板,,上交所
112,688127,蓝特光学,浙江蓝特光学股份有限公司,2020-09-21,科创板,,上交所
113,688128,中国电研,中国电器科学研究院股份有限公司,2019-11-05,科创板,,上交所
114,688129,东来技术,东来涂料技术(上海)股份有限公司,2020-10-23,科创板,,上交所
115,688130,晶华微,杭州晶华微电子股份有限公司,2022-07-29,科创板,,上交所
116,688131,皓元医药,上海皓元医药股份有限公司,2021-06-08,科创板,,上交所
117,688132,邦彦技术,邦彦技术股份有限公司,2022-09-23,科创板,,上交所
118,688133,泰坦科技,上海泰坦科技股份有限公司,2020-10-30,科创板,,上交所
119,688135,利扬芯片,广东利扬芯片测试股份有限公司,2020-11-11,科创板,,上交所
120,688136,科兴制药,科兴生物制药股份有限公司,2020-12-14,科创板,,上交所
121,688137,近岸蛋白,苏州近岸蛋白质科技股份有限公司,2022-09-29,科创板,,上交所
122,688138,清溢光电,深圳清溢光电股份有限公司,2019-11-20,科创板,,上交所
123,688139,海尔生物,青岛海尔生物医疗股份有限公司,2019-10-25,科创板,,上交所
124,688141,杰华特,杰华特微电子股份有限公司,2022-12-23,科创板,,上交所
125,688143,长盈通,武汉长盈通光电技术股份有限公司,2022-12-12,科创板,,上交所
126,688146,中船特气,中船(邯郸)派瑞特种气体股份有限公司,2023-04-21,科创板,,上交所
127,688147,微导纳米,江苏微导纳米科技股份有限公司,2022-12-23,科创板,,上交所
128,688148,芳源股份,广东芳源新材料集团股份有限公司,2021-08-06,科创板,,上交所
129,688150,莱特光电,陕西莱特光电材料股份有限公司,2022-03-18,科创板,,上交所
130,688151,华强科技,湖北华强科技股份有限公司,2021-12-06,科创板,,上交所
131,688152,麒麟信安,湖南麒麟信安科技股份有限公司,2022-10-28,科创板,,上交所
132,688153,唯捷创芯,唯捷创芯(天津)电子技术股份有限公司,2022-04-12,科创板,,上交所
133,688155,先惠技术,上海先惠自动化技术股份有限公司,2020-08-11,科创板,,上交所
134,688156,路德环境,路德环境科技股份有限公司,2020-09-22,科创板,,上交所
135,688157,松井股份,湖南松井新材料股份有限公司,2020-06-09,科创板,,上交所
136,688158,优刻得,优刻得科技股份有限公司,2020-01-20,科创板,,上交所
137,688159,有方科技,深圳市有方科技股份有限公司,2020-01-23,科创板,,上交所
138,688160,步科股份,上海步科自动化股份有限公司,2020-11-12,科创板,,上交所
139,688161,威高骨科,山东威高骨科材料股份有限公司,2021-06-30,科创板,,上交所
140,688162,巨一科技,安徽巨一科技股份有限公司,2021-11-10,科创板,,上交所
141,688163,赛伦生物,上海赛伦生物技术股份有限公司,2022-03-11,科创板,,上交所
142,688165,埃夫特,埃夫特智能装备股份有限公司,2020-07-15,科创板,,上交所
143,688166,博瑞医药,博瑞生物医药(苏州)股份有限公司,2019-11-08,科创板,,上交所
144,688167,炬光科技,西安炬光科技股份有限公司,2021-12-24,科创板,,上交所
145,688168,安博通,北京安博通科技股份有限公司,2019-09-06,科创板,,上交所
146,688169,石头科技,北京石头世纪科技股份有限公司,2020-02-21,科创板,,上交所
147,688170,德龙激光,苏州德龙激光股份有限公司,2022-04-29,科创板,,上交所
148,688171,纬德信息,广东纬德信息科技股份有限公司,2022-01-27,科创板,,上交所
149,688172,燕东微,北京燕东微电子股份有限公司,2022-12-16,科创板,,上交所
150,688173,希荻微,希荻微电子集团股份有限公司,2022-01-21,科创板,,上交所
151,688175,高凌信息,珠海高凌信息科技股份有限公司,2022-03-15,科创板,,上交所
152,688176,亚虹医药,江苏亚虹医药科技股份有限公司,2022-01-07,科创板,,上交所
153,688177,百奥泰,百奥泰生物制药股份有限公司,2020-02-21,科创板,,上交所
154,688178,万德斯,南京万德斯环保科技股份有限公司,2020-01-14,科创板,,上交所
155,688179,阿拉丁,上海阿拉丁生化科技股份有限公司,2020-10-26,科创板,,上交所
156,688180,君实生物,上海君实生物医药科技股份有限公司,2020-07-15,科创板,,上交所
157,688181,八亿时空,北京八亿时空液晶科技股份有限公司,2020-01-06,科创板,,上交所
158,688182,灿勤科技,江苏灿勤科技股份有限公司,2021-11-16,科创板,,上交所
159,688183,生益电子,生益电子股份有限公司,2021-02-25,科创板,,上交所
160,688184,帕瓦股份,浙江帕瓦新能源股份有限公司,2022-09-19,科创板,,上交所
161,688185,康希诺,康希诺生物股份公司,2020-08-13,科创板,,上交所
162,688186,广大特材,张家港广大特材股份有限公司,2020-02-11,科创板,,上交所
163,688187,时代电气,株洲中车时代电气股份有限公司,2021-09-07,科创板,,上交所
164,688188,柏楚电子,上海柏楚电子科技股份有限公司,2019-08-08,科创板,,上交所
165,688189,南新制药,湖南南新制药股份有限公司,2020-03-26,科创板,,上交所
166,688190,云路股份,青岛云路先进材料技术股份有限公司,2021-11-26,科创板,,上交所
167,688191,智洋创新,智洋创新科技股份有限公司,2021-04-08,科创板,,上交所
168,688192,迪哲医药,迪哲(江苏)医药股份有限公司,2021-12-10,科创板,,上交所
169,688193,仁度生物,上海仁度生物科技股份有限公司,2022-03-30,科创板,,上交所
170,688195,腾景科技,腾景科技股份有限公司,2021-03-26,科创板,,上交所
171,688196,卓越新能,龙岩卓越新能源股份有限公司,2019-11-21,科创板,,上交所
172,688197,首药控股,首药控股(北京)股份有限公司,2022-03-23,科创板,,上交所
173,688198,佰仁医疗,北京佰仁医疗科技股份有限公司,2019-12-09,科创板,,上交所
174,688199,久日新材,天津久日新材料股份有限公司,2019-11-05,科创板,,上交所
175,688200,华峰测控,北京华峰测控技术股份有限公司,2020-02-18,科创板,,上交所
176,688201,信安世纪,北京信安世纪科技股份有限公司,2021-04-21,科创板,,上交所
177,688202,美迪西,上海美迪西生物医药股份有限公司,2019-11-05,科创板,,上交所
178,688203,海正生材,浙江海正生物材料股份有限公司,2022-08-16,科创板,,上交所
179,688205,德科立,无锡市德科立光电子技术股份有限公司,2022-08-09,科创板,,上交所
180,688206,概伦电子,上海概伦电子股份有限公司,2021-12-28,科创板,,上交所
181,688207,格灵深瞳,北京格灵深瞳信息技术股份有限公司,2022-03-17,科创板,,上交所
182,688208,道通科技,深圳市道通科技股份有限公司,2020-02-13,科创板,,上交所
183,688209,英集芯,深圳英集芯科技股份有限公司,2022-04-19,科创板,,上交所
184,688210,统联精密,深圳市泛海统联精密制造股份有限公司,2021-12-27,科创板,,上交所
185,688211,中科微至,中科微至科技股份有限公司,2021-10-26,科创板,,上交所
186,688212,澳华内镜,上海澳华内镜股份有限公司,2021-11-15,科创板,,上交所
187,688213,思特威,思特威(上海)电子科技股份有限公司,2022-05-20,科创板,,上交所
188,688215,瑞晟智能,浙江瑞晟智能科技股份有限公司,2020-08-28,科创板,,上交所
189,688216,气派科技,气派科技股份有限公司,2021-06-23,科创板,,上交所
190,688217,睿昂基因,上海睿昂基因科技股份有限公司,2021-05-17,科创板,,上交所
191,688218,江苏北人,江苏北人智能制造科技股份有限公司,2019-12-11,科创板,,上交所
192,688219,会通股份,会通新材料股份有限公司,2020-11-18,科创板,,上交所
193,688220,翱捷科技,翱捷科技股份有限公司,2022-01-14,科创板,,上交所
194,688221,前沿生物,前沿生物药业(南京)股份有限公司,2020-10-28,科创板,,上交所
195,688222,成都先导,成都先导药物开发股份有限公司,2020-04-16,科创板,,上交所
196,688223,晶科能源,晶科能源股份有限公司,2022-01-26,科创板,,上交所
197,688225,亚信安全,亚信安全科技股份有限公司,2022-02-09,科创板,,上交所
198,688226,威腾电气,威腾电气集团股份有限公司,2021-07-07,科创板,,上交所
199,688227,品高股份,广州市品高软件股份有限公司,2021-12-30,科创板,,上交所
200,688228,开普云,开普云信息科技股份有限公司,2020-03-27,科创板,,上交所
201,688229,博睿数据,北京博睿宏远数据科技股份有限公司,2020-08-17,科创板,,上交所
202,688230,芯导科技,上海芯导电子科技股份有限公司,2021-12-01,科创板,,上交所
203,688231,隆达股份,江苏隆达超合金股份有限公司,2022-07-22,科创板,,上交所
204,688232,新点软件,国泰新点软件股份有限公司,2021-11-17,科创板,,上交所
205,688233,神工股份,锦州神工半导体股份有限公司,2020-02-21,科创板,,上交所
206,688234,天岳先进,山东天岳先进科技股份有限公司,2022-01-12,科创板,,上交所
207,688235,百济神州,百济神州有限公司,2021-12-15,科创板,,上交所
208,688236,春立医疗,北京市春立正达医疗器械股份有限公司,2021-12-30,科创板,,上交所
209,688237,超卓航科,湖北超卓航空科技股份有限公司,2022-07-01,科创板,,上交所
210,688238,和元生物,和元生物技术(上海)股份有限公司,2022-03-22,科创板,,上交所
211,688239,航宇科技,贵州航宇科技发展股份有限公司,2021-07-05,科创板,,上交所
212,688244,永信至诚,永信至诚科技集团股份有限公司,2022-10-19,科创板,,上交所
213,688246,嘉和美康,嘉和美康(北京)科技股份有限公司,2021-12-14,科创板,,上交所
214,688247,宣泰医药,上海宣泰医药科技股份有限公司,2022-08-25,科创板,,上交所
215,688248,南网科技,南方电网电力科技股份有限公司,2021-12-22,科创板,,上交所
216,688249,晶合集成,合肥晶合集成电路股份有限公司,2023-05-05,科创板,,上交所
217,688251,井松智能,合肥井松智能科技股份有限公司,2022-06-06,科创板,,上交所
218,688252,天德钰,深圳天德钰科技股份有限公司,2022-09-27,科创板,,上交所
219,688253,英诺特,北京英诺特生物技术股份有限公司,2022-07-28,科创板,,上交所
220,688255,凯尔达,杭州凯尔达焊接机器人股份有限公司,2021-10-25,科创板,,上交所
221,688256,寒武纪,中科寒武纪科技股份有限公司,2020-07-20,科创板,,上交所
222,688257,新锐股份,苏州新锐合金工具股份有限公司,2021-10-27,科创板,,上交所
223,688258,卓易信息,江苏卓易信息科技股份有限公司,2019-12-09,科创板,,上交所
224,688259,创耀科技,创耀(苏州)通信科技股份有限公司,2022-01-12,科创板,,上交所
225,688260,昀冢科技,苏州昀冢电子科技股份有限公司,2021-04-06,科创板,,上交所
226,688261,东微半导,苏州东微半导体股份有限公司,2022-02-10,科创板,,上交所
227,688262,国芯科技,苏州国芯科技股份有限公司,2022-01-06,科创板,,上交所
228,688265,南模生物,上海南方模式生物科技股份有限公司,2021-12-28,科创板,,上交所
229,688266,泽璟制药,苏州泽璟生物制药股份有限公司,2020-01-23,科创板,,上交所
230,688267,中触媒,中触媒新材料股份有限公司,2022-02-16,科创板,,上交所
231,688268,华特气体,广东华特气体股份有限公司,2019-12-26,科创板,,上交所
232,688269,凯立新材,西安凯立新材料股份有限公司,2021-06-09,科创板,,上交所
233,688270,臻镭科技,浙江臻镭科技股份有限公司,2022-01-27,科创板,,上交所
234,688271,联影医疗,上海联影医疗科技股份有限公司,2022-08-22,科创板,,上交所
235,688272,*ST富吉,北京富吉瑞光电科技股份有限公司,2021-10-18,科创板,,上交所
236,688273,麦澜德,南京麦澜德医疗科技股份有限公司,2022-08-11,科创板,,上交所
237,688275,万润新能,湖北万润新能源科技股份有限公司,2022-09-29,科创板,,上交所
238,688276,百克生物,长春百克生物科技股份公司,2021-06-25,科创板,,上交所
239,688277,天智航,北京天智航医疗科技股份有限公司,2020-07-07,科创板,,上交所
240,688278,特宝生物,厦门特宝生物工程股份有限公司,2020-01-17,科创板,,上交所
241,688279,峰岹科技,峰岹科技(深圳)股份有限公司,2022-04-20,科创板,,上交所
242,688280,精进电动,精进电动科技股份有限公司,2021-10-27,科创板,,上交所
243,688281,华秦科技,陕西华秦科技实业股份有限公司,2022-03-07,科创板,,上交所
244,688282,理工导航,北京理工导航控制科技股份有限公司,2022-03-18,科创板,,上交所
245,688283,坤恒顺维,成都坤恒顺维科技股份有限公司,2022-02-15,科创板,,上交所
246,688285,高铁电气,中铁高铁电气装备股份有限公司,2021-10-20,科创板,,上交所
247,688286,敏芯股份,苏州敏芯微电子技术股份有限公司,2020-08-10,科创板,,上交所
248,688287,观典防务,观典防务技术股份有限公司,2022-05-25,科创板,,上交所
249,688288,鸿泉物联,杭州鸿泉物联网技术股份有限公司,2019-11-06,科创板,,上交所
250,688289,圣湘生物,圣湘生物科技股份有限公司,2020-08-28,科创板,,上交所
251,688290,景业智能,杭州景业智能科技股份有限公司,2022-04-29,科创板,,上交所
252,688291,金橙子,北京金橙子科技股份有限公司,2022-10-26,科创板,,上交所
253,688292,浩瀚深度,北京浩瀚深度信息技术股份有限公司,2022-08-18,科创板,,上交所
254,688293,奥浦迈,上海奥浦迈生物科技股份有限公司,2022-09-02,科创板,,上交所
255,688295,中复神鹰,中复神鹰碳纤维股份有限公司,2022-04-06,科创板,,上交所
256,688296,和达科技,浙江和达科技股份有限公司,2021-07-27,科创板,,上交所
257,688297,中无人机,中航(成都)无人机系统股份有限公司,2022-06-29,科创板,,上交所
258,688298,东方生物,浙江东方基因生物制品股份有限公司,2020-02-05,科创板,,上交所
259,688299,长阳科技,宁波长阳科技股份有限公司,2019-11-06,科创板,,上交所
260,688300,联瑞新材,江苏联瑞新材料股份有限公司,2019-11-15,科创板,,上交所
261,688301,奕瑞科技,上海奕瑞光电子科技股份有限公司,2020-09-18,科创板,,上交所
262,688302,海创药业,海创药业股份有限公司,2022-04-12,科创板,,上交所
263,688303,大全能源,新疆大全新能源股份有限公司,2021-07-22,科创板,,上交所
264,688305,科德数控,科德数控股份有限公司,2021-07-09,科创板,,上交所
265,688306,均普智能,宁波均普智能制造股份有限公司,2022-03-22,科创板,,上交所
266,688307,中润光学,嘉兴中润光学科技股份有限公司,2023-02-16,科创板,,上交所
267,688308,欧科亿,株洲欧科亿数控精密刀具股份有限公司,2020-12-10,科创板,,上交所
268,688309,恒誉环保,济南恒誉环保科技股份有限公司,2020-07-14,科创板,,上交所
269,688310,迈得医疗,迈得医疗工业设备股份有限公司,2019-12-03,科创板,,上交所
270,688311,盟升电子,成都盟升电子技术股份有限公司,2020-07-31,科创板,,上交所
271,688312,燕麦科技,深圳市燕麦科技股份有限公司,2020-06-08,科创板,,上交所
272,688313,仕佳光子,河南仕佳光子科技股份有限公司,2020-08-12,科创板,,上交所
273,688314,康拓医疗,西安康拓医疗技术股份有限公司,2021-05-18,科创板,,上交所
274,688315,诺禾致源,北京诺禾致源科技股份有限公司,2021-04-13,科创板,,上交所
275,688316,青云科技,北京青云科技股份有限公司,2021-03-16,科创板,,上交所
276,688317,之江生物,上海之江生物科技股份有限公司,2021-01-18,科创板,,上交所
277,688318,财富趋势,深圳市财富趋势科技股份有限公司,2020-04-27,科创板,,上交所
278,688319,欧林生物,成都欧林生物科技股份有限公司,2021-06-08,科创板,,上交所
279,688320,禾川科技,浙江禾川科技股份有限公司,2022-04-28,科创板,,上交所
280,688321,微芯生物,深圳微芯生物科技股份有限公司,2019-08-12,科创板,,上交所
281,688322,奥比中光,奥比中光科技集团股份有限公司,2022-07-07,科创板,,上交所
282,688323,瑞华泰,深圳瑞华泰薄膜科技股份有限公司,2021-04-28,科创板,,上交所
283,688325,赛微微电,广东赛微微电子股份有限公司,2022-04-22,科创板,,上交所
284,688326,经纬恒润,北京经纬恒润科技股份有限公司,2022-04-19,科创板,,上交所
285,688327,云从科技,云从科技集团股份有限公司,2022-05-27,科创板,,上交所
286,688328,深科达,深圳市深科达智能装备股份有限公司,2021-03-09,科创板,,上交所
287,688329,艾隆科技,苏州艾隆科技股份有限公司,2021-03-29,科创板,,上交所
288,688330,宏力达,上海宏力达信息技术股份有限公司,2020-10-15,科创板,,上交所
289,688331,荣昌生物,荣昌生物制药(烟台)股份有限公司,2022-03-31,科创板,,上交所
290,688332,中科蓝讯,深圳市中科蓝讯科技股份有限公司,2022-07-15,科创板,,上交所
291,688333,铂力特,西安铂力特增材技术股份有限公司,2019-07-22,科创板,,上交所
292,688334,西高院,西安高压电器研究院股份有限公司,2023-06-19,科创板,,上交所
293,688335,复洁环保,上海复洁环保科技股份有限公司,2020-08-17,科创板,,上交所
294,688336,三生国健,三生国健药业(上海)股份有限公司,2020-07-22,科创板,,上交所
295,688337,普源精电,普源精电科技股份有限公司,2022-04-08,科创板,,上交所
296,688338,赛科希德,北京赛科希德科技股份有限公司,2020-08-06,科创板,,上交所
297,688339,亿华通,北京亿华通科技股份有限公司,2020-08-10,科创板,,上交所
298,688343,云天励飞,深圳云天励飞技术股份有限公司,2023-04-04,科创板,,上交所
299,688345,博力威,广东博力威科技股份有限公司,2021-06-11,科创板,,上交所
300,688347,华虹公司,华虹半导体有限公司,2023-08-07,科创板,,上交所
301,688348,昱能科技,昱能科技股份有限公司,2022-06-08,科创板,,上交所
302,688349,三一重能,三一重能股份有限公司,2022-06-22,科创板,,上交所
303,688350,富淼科技,江苏富淼科技股份有限公司,2021-01-28,科创板,,上交所
304,688351,微电生理,上海微创电生理医疗科技股份有限公司,2022-08-31,科创板,,上交所
305,688352,颀中科技,合肥颀中科技股份有限公司,2023-04-20,科创板,,上交所
306,688353,华盛锂电,江苏华盛锂电材料股份有限公司,2022-07-13,科创板,,上交所
307,688355,明志科技,苏州明志科技股份有限公司,2021-05-12,科创板,,上交所
308,688356,键凯科技,北京键凯科技股份有限公司,2020-08-26,科创板,,上交所
309,688357,建龙微纳,洛阳建龙微纳新材料股份有限公司,2019-12-04,科创板,,上交所
310,688358,祥生医疗,无锡祥生医疗科技股份有限公司,2019-12-03,科创板,,上交所
311,688359,三孚新科,广州三孚新材料科技股份有限公司,2021-05-21,科创板,,上交所
312,688360,德马科技,德马科技集团股份有限公司,2020-06-02,科创板,,上交所
313,688361,中科飞测,深圳中科飞测科技股份有限公司,2023-05-19,科创板,,上交所
314,688362,甬矽电子,甬矽电子(宁波)股份有限公司,2022-11-16,科创板,,上交所
315,688363,华熙生物,华熙生物科技股份有限公司,2019-11-06,科创板,,上交所
316,688365,光云科技,杭州光云科技股份有限公司,2020-04-29,科创板,,上交所
317,688366,昊海生科,上海昊海生物科技股份有限公司,2019-10-30,科创板,,上交所
318,688367,工大高科,合肥工大高科信息科技股份有限公司,2021-06-28,科创板,,上交所
319,688368,晶丰明源,上海晶丰明源半导体股份有限公司,2019-10-14,科创板,,上交所
320,688369,致远互联,北京致远互联软件股份有限公司,2019-10-31,科创板,,上交所
321,688370,丛麟科技,上海丛麟环保科技股份有限公司,2022-08-25,科创板,,上交所
322,688371,菲沃泰,江苏菲沃泰纳米科技股份有限公司,2022-08-02,科创板,,上交所
323,688372,伟测科技,上海伟测半导体科技股份有限公司,2022-10-26,科创板,,上交所
324,688373,盟科药业,上海盟科药业股份有限公司,2022-08-05,科创板,,上交所
325,688375,国博电子,南京国博电子股份有限公司,2022-07-22,科创板,,上交所
326,688376,美埃科技,美埃(中国)环境科技股份有限公司,2022-11-18,科创板,,上交所
327,688377,迪威尔,南京迪威尔高端制造股份有限公司,2020-07-08,科创板,,上交所
328,688378,奥来德,吉林奥来德光电材料股份有限公司,2020-09-03,科创板,,上交所
329,688379,华光新材,杭州华光焊接新材料股份有限公司,2020-08-19,科创板,,上交所
330,688380,中微半导,中微半导体(深圳)股份有限公司,2022-08-05,科创板,,上交所
331,688381,帝奥微,江苏帝奥微电子股份有限公司,2022-08-23,科创板,,上交所
332,688382,益方生物,益方生物科技(上海)股份有限公司,2022-07-25,科创板,,上交所
333,688383,新益昌,深圳新益昌科技股份有限公司,2021-04-28,科创板,,上交所
334,688385,复旦微电,上海复旦微电子集团股份有限公司,2021-08-04,科创板,,上交所
335,688386,泛亚微透,江苏泛亚微透科技股份有限公司,2020-10-16,科创板,,上交所
336,688387,信科移动,中信科移动通信技术股份有限公司,2022-09-26,科创板,,上交所
337,688388,嘉元科技,广东嘉元科技股份有限公司,2019-07-22,科创板,,上交所
338,688389,普门科技,深圳普门科技股份有限公司,2019-11-05,科创板,,上交所
339,688390,固德威,固德威技术股份有限公司,2020-09-04,科创板,,上交所
