,板块,A股代码,证券简称,上市日期,总股本,流通股本,所属行业,B股代码,交易所
1419,主板,002958,青农商行,2019-03-26,"5,555,615,520","4,892,331,418",J 金融业,,深交所
1420,主板,002959,小熊电器,2019-08-23,"156,572,740","156,306,890",C 制造业,,深交所
1421,主板,002960,青鸟消防,2019-08-09,"737,497,926","631,207,479",C 制造业,,深交所
1422,主板,002961,瑞达期货,2019-09-05,"445,029,448","445,029,448",J 金融业,,深交所
1423,主板,002962,五方光电,2019-09-17,"293,479,151","209,194,013",C 制造业,,深交所
1424,主板,002963,豪尔赛,2019-10-28,"150,359,930","122,994,048",E 建筑业,,深交所
1425,主板,002965,祥鑫科技,2019-10-25,"178,250,038","115,545,538",C 制造业,,深交所
1426,主板,002966,苏州银行,2019-08-02,"3,666,737,541","3,563,793,096",J 金融业,,深交所
1427,主板,002967,广电计量,2019-11-08,"575,225,846","515,105,841",M 科研服务,,深交所
1428,主板,002968,新大正,2019-12-03,"227,759,683","205,568,458",K 房地产,,深交所
1429,主板,002969,嘉美包装,2019-12-02,"961,954,154","528,499,594",C 制造业,,深交所
1430,主板,002970,锐明技术,2019-12-17,"172,896,000","107,832,602",I 信息技术,,深交所
1431,主板,002971,和远气体,2020-01-13,"160,000,000","124,582,010",C 制造业,,深交所
1432,主板,002972,科安达,2019-12-27,"246,008,800","123,673,638",C 制造业,,深交所
1433,主板,002973,侨银股份,2020-01-06,"408,664,953","204,674,043",N 公共环保,,深交所
1434,主板,002975,博杰股份,2020-02-05,"139,124,078","71,435,303",C 制造业,,深交所
1435,主板,002976,瑞玛精密,2020-03-06,"120,478,200","64,642,200",C 制造业,,深交所
1436,主板,002977,天箭科技,2020-03-17,"120,120,000","65,365,277",C 制造业,,深交所
1437,主板,002978,安宁股份,2020-04-17,"401,000,000","299,000,000",B 采矿业,,深交所
1438,主板,002979,雷赛智能,2020-04-08,"309,600,000","214,840,009",C 制造业,,深交所
1439,主板,002980,华盛昌,2020-04-15,"136,354,900","71,833,400",C 制造业,,深交所
1440,主板,002981,朝阳科技,2020-04-17,"96,000,000","84,750,000",C 制造业,,深交所
1441,主板,002982,湘佳股份,2020-04-24,"101,881,118","65,888,169",A 农林牧渔,,深交所
1442,主板,002983,芯瑞达,2020-04-28,"185,808,000","106,158,875",C 制造业,,深交所
1443,主板,002984,森麒麟,2020-09-11,"743,979,929","413,853,200",C 制造业,,深交所
1444,主板,002985,北摩高科,2020-04-29,"331,853,600","209,622,206",C 制造业,,深交所
1445,主板,002986,宇新股份,2020-06-02,"319,411,960","233,315,460",C 制造业,,深交所
1446,主板,002987,京北方,2020-05-07,"440,857,573","428,170,316",I 信息技术,,深交所
1447,主板,002988,豪美新材,2020-05-18,"232,771,071","232,633,821",C 制造业,,深交所
1448,主板,002989,中天精装,2020-06-10,"181,697,871","164,102,871",E 建筑业,,深交所
1449,主板,002990,盛视科技,2020-05-25,"256,067,038","132,470,425",I 信息技术,,深交所
1450,主板,002991,甘源食品,2020-07-31,"93,215,831","49,685,531",C 制造业,,深交所
1451,主板,002992,宝明科技,2020-08-03,"184,266,065","78,371,735",C 制造业,,深交所
1452,主板,002993,奥海科技,2020-08-17,"276,040,000","237,889,750",C 制造业,,深交所
1453,主板,002995,天地在线,2020-08-05,"177,454,480","112,417,208",I 信息技术,,深交所
1454,主板,002996,顺博合金,2020-08-28,"439,001,185","125,732,984",C 制造业,,深交所
1455,主板,002997,瑞鹄模具,2020-09-03,"192,321,525","192,321,525",C 制造业,,深交所
1456,主板,002998,优彩资源,2020-09-25,"326,400,316","152,013,316",C 制造业,,深交所
1457,主板,002999,天禾股份,2020-09-03,"347,592,000","218,322,150",F 批发零售,,深交所
1458,主板,003000,劲仔食品,2020-09-14,"451,069,159","290,638,151",C 制造业,,深交所
1459,主板,003001,中岩大地,2020-10-13,"127,330,477","49,390,819",E 建筑业,,深交所
1460,主板,003002,壶化股份,2020-09-22,"200,000,000","83,524,500",C 制造业,,深交所
1461,主板,003003,天元股份,2020-09-21,"176,960,360","91,774,313",C 制造业,,深交所
1462,主板,003004,声迅股份,2020-11-26,"81,843,345","33,644,320",I 信息技术,,深交所
1463,主板,003005,竞业达,2020-09-22,"148,400,000","53,113,072",I 信息技术,,深交所
1464,主板,003006,百亚股份,2020-09-21,"429,401,300","215,617,800",C 制造业,,深交所
1465,主板,003007,直真科技,2020-09-23,"104,000,000","38,564,415",I 信息技术,,深交所
1466,主板,003008,开普检测,2020-09-23,"80,000,000","35,118,535",M 科研服务,,深交所
1467,主板,003009,中天火箭,2020-09-25,"155,393,123","44,013,829",C 制造业,,深交所
1468,主板,003010,若羽臣,2020-09-25,"122,329,340","72,278,542",I 信息技术,,深交所
1469,主板,003011,海象新材,2020-09-30,"102,676,000","55,346,495",C 制造业,,深交所
1470,主板,003012,东鹏控股,2020-10-19,"1,173,000,000","636,299,297",C 制造业,,深交所
1471,主板,003013,地铁设计,2020-10-22,"400,010,000","60,206,896",M 科研服务,,深交所
1472,主板,003015,日久光电,2020-10-21,"281,066,667","193,679,656",C 制造业,,深交所
1473,主板,003016,欣贺股份,2020-10-26,"430,039,698","147,374,612",C 制造业,,深交所
1474,主板,003017,大洋生物,2020-10-26,"60,000,000","42,082,065",C 制造业,,深交所
1475,主板,003018,金富科技,2020-11-06,"260,000,000","75,896,700",C 制造业,,深交所
1476,主板,003019,宸展光电,2020-11-17,"162,857,108","112,563,365",C 制造业,,深交所
1477,主板,003020,立方制药,2020-12-15,"159,675,100","71,171,374",F 批发零售,,深交所
1478,主板,003021,兆威机电,2020-12-04,"171,014,978","60,272,000",C 制造业,,深交所
1479,主板,003022,联泓新科,2020-12-08,"1,335,568,000","306,696,000",C 制造业,,深交所
1480,主板,003023,彩虹集团,2020-12-11,"105,341,600","51,409,177",C 制造业,,深交所
1481,主板,003025,思进智能,2020-12-11,"236,627,965","112,457,714",C 制造业,,深交所
1482,主板,003026,中晶科技,2020-12-18,"100,633,516","55,681,970",C 制造业,,深交所
1483,主板,003027,同兴环保,2020-12-18,"131,620,400","66,674,350",N 公共环保,,深交所
1484,主板,003028,振邦智能,2020-12-28,"110,843,404","28,033,840",C 制造业,,深交所
1485,主板,003029,吉大正元,2020-12-24,"184,476,300","113,360,841",I 信息技术,,深交所
1486,主板,003030,祖名股份,2021-01-06,"124,780,000","50,342,125",C 制造业,,深交所
1487,主板,003031,中瓷电子,2021-01-04,"292,240,495","69,478,518",C 制造业,,深交所
1488,主板,003032,传智教育,2021-01-12,"402,447,500","170,779,440",P 教育,,深交所
1489,主板,003033,征和工业,2021-01-11,"81,750,000","24,091,250",C 制造业,,深交所
1490,主板,003035,南网能源,2021-01-19,"3,787,878,787","1,636,060,605",M 科研服务,,深交所
1491,主板,003036,泰坦股份,2021-01-28,"216,000,000","56,706,250",C 制造业,,深交所
1492,主板,003037,三和管桩,2021-02-04,"599,074,678","91,021,583",C 制造业,,深交所
1493,主板,003038,鑫铂股份,2021-02-10,"146,911,437","67,526,160",C 制造业,,深交所
1494,主板,003039,顺控发展,2021-03-08,"617,518,730","122,518,730",D 水电煤气,,深交所
1495,主板,003040,楚天龙,2021-03-22,"461,135,972","216,564,408",C 制造业,,深交所
1496,主板,003041,真爱美家,2021-04-06,"144,000,000","45,817,200",C 制造业,,深交所
1497,主板,003042,中农联合,2021-04-06,"142,480,000","68,111,745",C 制造业,,深交所
1498,主板,003043,华亚智能,2021-04-06,"80,000,560","30,142,178",C 制造业,,深交所
1499,主板,003816,中国广核,2019-08-26,"39,334,986,100","39,334,986,100",D 水电煤气,,深交所
1500,创业板,300001,特锐德,2009-10-30,"1,055,897,713","1,027,946,320",C 制造业,,深交所
1501,创业板,300002,神州泰岳,2009-10-30,"1,961,091,984","1,819,194,037",I 信息技术,,深交所
1502,创业板,300003,乐普医疗,2009-10-30,"1,880,610,317","1,616,097,655",C 制造业,,深交所
1503,创业板,300004,南风股份,2009-10-30,"479,993,598","477,551,465",C 制造业,,深交所
1504,创业板,300005,探路者,2009-10-30,"883,702,186","883,702,186",C 制造业,,深交所
1505,创业板,300006,莱美药业,2009-10-30,"1,055,911,205","812,152,773",C 制造业,,深交所
1506,创业板,300007,汉威科技,2009-10-30,"326,272,755","282,015,502",C 制造业,,深交所
1507,创业板,300008,天海防务,2009-10-30,"1,728,029,133","1,431,170,071",E 建筑业,,深交所
1508,创业板,300009,安科生物,2009-10-30,"1,673,257,958","1,209,257,305",C 制造业,,深交所
1509,创业板,300010,*ST豆神,2009-10-30,"868,324,647","821,720,376",I 信息技术,,深交所
1510,创业板,300011,鼎汉技术,2009-10-30,"558,650,387","501,628,829",C 制造业,,深交所
1511,创业板,300012,华测检测,2009-10-30,"1,682,828,214","1,531,244,949",M 科研服务,,深交所
1512,创业板,300013,新宁物流,2009-10-30,"446,687,115","446,007,615",G 运输仓储,,深交所
1513,创业板,300014,亿纬锂能,2009-10-30,"2,045,721,497","1,861,566,272",C 制造业,,深交所
1514,创业板,300015,爱尔眼科,2009-10-30,"9,328,411,413","7,878,557,020",Q 卫生,,深交所
1515,创业板,300016,北陆药业,2009-10-30,"491,934,728","491,171,153",C 制造业,,深交所
1516,创业板,300017,网宿科技,2009-10-30,"2,437,304,195","2,274,462,509",I 信息技术,,深交所
1517,创业板,300018,中元股份,2009-10-30,"480,831,536","413,713,514",C 制造业,,深交所
1518,创业板,300019,硅宝科技,2009-10-30,"391,064,700","335,374,809",C 制造业,,深交所
1519,创业板,300020,银江技术,2009-10-30,"794,677,974","627,750,696",I 信息技术,,深交所
1520,创业板,300021,大禹节水,2009-10-30,"858,055,400","700,991,997",C 制造业,,深交所
1521,创业板,300022,吉峰科技,2009-10-30,"496,740,380","323,481,737",F 批发零售,,深交所
1522,创业板,300024,机器人,2009-10-30,"1,550,211,950","1,518,234,954",C 制造业,,深交所
1523,创业板,300025,华星创业,2009-10-30,"508,792,922","431,773,519",I 信息技术,,深交所
1524,创业板,300026,红日药业,2009-10-30,"3,004,154,837","2,752,148,441",C 制造业,,深交所
1525,创业板,300027,华谊兄弟,2009-10-30,"2,774,505,919","2,417,762,293",R 文化传播,,深交所
1526,创业板,300029,ST天龙,2009-12-25,"200,506,500","200,332,025",C 制造业,,深交所
1527,创业板,300030,阳普医疗,2009-12-25,"309,187,315","270,649,826",C 制造业,,深交所
1528,创业板,300031,宝通科技,2009-12-25,"412,523,242","345,762,814",I 信息技术,,深交所
1529,创业板,300032,金龙机电,2009-12-25,"803,169,608","803,168,108",C 制造业,,深交所
1530,创业板,300033,同花顺,2009-12-25,"537,600,000","271,546,181",J 金融业,,深交所
1531,创业板,300034,钢研高纳,2009-12-25,"775,447,635","730,480,317",C 制造业,,深交所
1532,创业板,300035,中科电气,2009-12-25,"723,310,765","624,161,112",C 制造业,,深交所
1533,创业板,300036,超图软件,2009-12-25,"492,766,617","430,844,261",I 信息技术,,深交所
1534,创业板,300037,新宙邦,2010-01-08,"749,623,833","542,173,495",C 制造业,,深交所
1535,创业板,300039,上海凯宝,2010-01-08,"1,046,000,000","916,847,269",C 制造业,,深交所
1536,创业板,300040,九洲集团,2010-01-08,"587,690,036","461,592,650",C 制造业,,深交所
1537,创业板,300041,回天新材,2010-01-08,"559,419,640","544,419,842",C 制造业,,深交所
1538,创业板,300042,朗科科技,2010-01-08,"200,400,000","181,607,032",C 制造业,,深交所
1539,创业板,300043,星辉娱乐,2010-01-20,"1,244,198,401","835,817,901",I 信息技术,,深交所
1540,创业板,300044,赛为智能,2010-01-20,"763,869,228","664,183,163",I 信息技术,,深交所
1541,创业板,300045,华力创通,2010-01-20,"662,675,236","492,820,901",C 制造业,,深交所
1542,创业板,300046,台基股份,2010-01-20,"237,171,371","236,531,371",C 制造业,,深交所
1543,创业板,300047,天源迪科,2010-01-20,"637,744,672","538,921,153",I 信息技术,,深交所
1544,创业板,300048,合康新能,2010-01-20,"1,112,613,857","1,109,483,507",C 制造业,,深交所
1545,创业板,300049,福瑞股份,2010-01-20,"263,053,100","231,867,122",C 制造业,,深交所
1546,创业板,300050,世纪鼎利,2010-01-20,"544,846,718","544,514,249",I 信息技术,,深交所
1547,创业板,300051,琏升科技,2010-02-11,"365,698,690","365,698,690",I 信息技术,,深交所
1548,创业板,300052,中青宝,2010-02-11,"261,858,710","261,212,028",I 信息技术,,深交所
1549,创业板,300053,航宇微,2010-02-11,"696,874,323","643,498,428",C 制造业,,深交所
1550,创业板,300054,鼎龙股份,2010-02-11,"944,745,451","734,668,947",C 制造业,,深交所
1551,创业板,300055,万邦达,2010-02-26,"836,749,606","624,238,283",E 建筑业,,深交所
1552,创业板,300056,中创环保,2010-02-26,"385,490,443","385,330,168",C 制造业,,深交所
1553,创业板,300057,万顺新材,2010-02-26,"909,985,942","738,177,967",C 制造业,,深交所
1554,创业板,300058,蓝色光标,2010-02-26,"2,487,538,734","2,304,191,149",L 商务服务,,深交所
1555,创业板,300059,东方财富,2010-03-19,"15,856,995,052","13,430,731,260",J 金融业,,深交所
1556,创业板,300061,旗天科技,2010-03-19,"658,993,677","560,948,720",L 商务服务,,深交所
1557,创业板,300062,中能电气,2010-03-19,"557,577,326","378,813,206",C 制造业,,深交所
1558,创业板,300063,天龙集团,2010-03-26,"753,931,950","620,684,825",L 商务服务,,深交所
1559,创业板,300065,海兰信,2010-03-26,"723,329,103","658,143,256",C 制造业,,深交所
1560,创业板,300066,三川智慧,2010-03-26,"1,040,033,262","1,003,428,138",C 制造业,,深交所
1561,创业板,300067,安诺其,2010-04-21,"1,050,276,214","771,607,554",C 制造业,,深交所
1562,创业板,300068,南都电源,2010-04-21,"869,178,283","827,006,739",C 制造业,,深交所
1563,创业板,300069,金利华电,2010-04-21,"117,000,000","117,000,000",C 制造业,,深交所
1564,创业板,300070,碧水源,2010-04-21,"3,624,209,363","3,371,832,122",N 公共环保,,深交所
1565,创业板,300071,福石控股,2010-04-21,"948,117,486","906,834,334",L 商务服务,,深交所
1566,创业板,300072,海新能科,2010-04-27,"2,349,720,302","2,329,787,123",C 制造业,,深交所
1567,创业板,300073,当升科技,2010-04-27,"506,500,774","488,466,020",C 制造业,,深交所
1568,创业板,300074,华平股份,2010-04-27,"531,020,900","530,472,688",I 信息技术,,深交所
1569,创业板,300075,数字政通,2010-04-27,"620,410,158","509,944,727",I 信息技术,,深交所
1570,创业板,300076,GQY视讯,2010-04-30,"424,000,000","424,000,000",C 制造业,,深交所
1571,创业板,300077,国民技术,2010-04-30,"594,841,000","566,066,900",C 制造业,,深交所
1572,创业板,300078,思创医惠,2010-04-30,"863,767,466","836,315,732",C 制造业,,深交所
1573,创业板,300079,数码视讯,2010-04-30,"1,429,008,862","1,269,057,256",C 制造业,,深交所
1574,创业板,300080,易成新能,2010-06-25,"2,176,149,426","1,225,482,947",C 制造业,,深交所
1575,创业板,300081,恒信东方,2010-05-20,"604,795,417","506,418,057",M 科研服务,,深交所
1576,创业板,300082,奥克股份,2010-05-20,"680,098,200","678,207,738",C 制造业,,深交所
1577,创业板,300083,创世纪,2010-05-20,"1,675,864,589","1,356,163,004",C 制造业,,深交所
1578,创业板,300084,海默科技,2010-05-20,"384,765,738","329,752,181",B 采矿业,,深交所
1579,创业板,300085,银之杰,2010-05-26,"706,640,535","512,543,707",I 信息技术,,深交所
1580,创业板,300086,康芝药业,2010-05-26,"450,000,000","435,663,111",C 制造业,,深交所
1581,创业板,300087,荃银高科,2010-05-26,"947,331,751","895,905,066",A 农林牧渔,,深交所
1582,创业板,300088,长信科技,2010-05-26,"2,454,919,149","2,442,689,217",C 制造业,,深交所
1583,创业板,300091,金通灵,2010-06-25,"1,489,164,214","1,100,385,660",C 制造业,,深交所
1584,创业板,300092,科新机电,2010-07-08,"273,923,271","209,866,256",C 制造业,,深交所
1585,创业板,300093,金刚光伏,2010-07-08,"216,000,000","215,220,700",C 制造业,,深交所
1586,创业板,300094,国联水产,2010-07-08,"1,128,167,253","1,105,104,899",C 制造业,,深交所
1587,创业板,300095,华伍股份,2010-07-28,"420,090,164","336,491,517",C 制造业,,深交所
1588,创业板,300096,易联众,2010-07-28,"430,000,000","359,095,217",I 信息技术,,深交所
1589,创业板,300097,智云股份,2010-07-28,"288,549,669","270,018,948",C 制造业,,深交所
1590,创业板,300098,高新兴,2010-07-28,"1,737,782,275","1,541,743,627",I 信息技术,,深交所
1591,创业板,300099,精准信息,2010-08-06,"737,265,255","579,417,063",C 制造业,,深交所
1592,创业板,300100,双林股份,2010-08-06,"402,149,793","387,062,884",C 制造业,,深交所
1593,创业板,300101,振芯科技,2010-08-06,"564,546,000","562,336,840",C 制造业,,深交所
1594,创业板,300102,乾照光电,2010-08-12,"912,559,597","908,603,833",C 制造业,,深交所
1595,创业板,300103,达刚控股,2010-08-12,"317,601,000","245,446,447",N 公共环保,,深交所
1596,创业板,300105,龙源技术,2010-08-20,"516,098,220","513,213,525",C 制造业,,深交所
1597,创业板,300106,西部牧业,2010-08-20,"211,332,310","211,332,310",A 农林牧渔,,深交所
1598,创业板,300107,建新股份,2010-08-20,"555,768,568","340,782,933",C 制造业,,深交所
1599,创业板,300108,*ST吉药,2010-08-25,"666,014,674","656,559,424",C 制造业,,深交所
1600,创业板,300109,新开源,2010-08-25,"322,601,837","284,999,309",C 制造业,,深交所
1601,创业板,300110,华仁药业,2010-08-25,"1,182,212,982","1,180,448,607",C 制造业,,深交所
1602,创业板,300111,向日葵,2010-08-27,"1,287,210,714","1,119,800,000",C 制造业,,深交所
1603,创业板,300112,万讯自控,2010-08-27,"293,649,810","237,492,439",C 制造业,,深交所
1604,创业板,300113,顺网科技,2010-08-27,"694,287,240","528,847,009",I 信息技术,,深交所
1605,创业板,300114,中航电测,2010-08-27,"590,760,499","590,670,349",C 制造业,,深交所
1606,创业板,300115,长盈精密,2010-09-02,"1,203,436,682","1,198,949,210",C 制造业,,深交所
1607,创业板,300116,保力新,2010-09-02,"4,425,591,367","4,103,847,062",C 制造业,,深交所
1608,创业板,300117,嘉寓股份,2010-09-02,"716,760,000","716,760,000",E 建筑业,,深交所
1609,创业板,300118,东方日升,2010-09-02,"1,140,013,863","920,563,301",C 制造业,,深交所
1610,创业板,300119,瑞普生物,2010-09-17,"466,276,186","334,296,761",C 制造业,,深交所
1611,创业板,300120,经纬辉开,2010-09-17,"574,393,929","411,322,724",C 制造业,,深交所
1612,创业板,300121,阳谷华泰,2010-09-17,"404,770,870","390,233,608",C 制造业,,深交所
1613,创业板,300122,智飞生物,2010-09-28,"2,400,000,000","1,420,518,413",C 制造业,,深交所
1614,创业板,300123,亚光科技,2010-09-28,"1,007,559,123","987,598,818",C 制造业,,深交所
1615,创业板,300124,汇川技术,2010-09-28,"2,664,393,856","2,318,606,961",C 制造业,,深交所
1616,创业板,300125,聆达股份,2010-10-13,"265,499,995","262,879,845",C 制造业,,深交所
1617,创业板,300126,锐奇股份,2010-10-13,"303,957,600","210,435,729",C 制造业,,深交所
1618,创业板,300127,银河磁体,2010-10-13,"323,146,360","230,816,140",C 制造业,,深交所
1619,创业板,300128,锦富技术,2010-10-13,"1,094,115,412","1,093,858,762",C 制造业,,深交所
1620,创业板,300129,泰胜风能,2010-10-19,"934,899,232","648,768,177",C 制造业,,深交所
1621,创业板,300130,新国都,2010-10-19,"547,974,551","413,601,761",C 制造业,,深交所
1622,创业板,300131,英唐智控,2010-10-19,"1,137,597,085","1,028,463,691",F 批发零售,,深交所
1623,创业板,300132,青松股份,2010-10-26,"516,580,886","507,256,781",C 制造业,,深交所
1624,创业板,300133,华策影视,2010-10-26,"1,901,073,701","1,628,270,501",R 文化传播,,深交所
1625,创业板,300134,大富科技,2010-10-26,"767,498,006","712,418,006",C 制造业,,深交所
1626,创业板,300135,宝利国际,2010-10-26,"921,600,000","921,600,000",C 制造业,,深交所
1627,创业板,300136,信维通信,2010-11-05,"967,568,638","824,457,676",C 制造业,,深交所
1628,创业板,300137,先河环保,2010-11-05,"545,374,010","485,838,874",C 制造业,,深交所
1629,创业板,300138,晨光生物,2010-11-05,"532,773,991","429,450,156",C 制造业,,深交所
1630,创业板,300139,晓程科技,2010-11-12,"274,000,000","233,651,725",C 制造业,,深交所
1631,创业板,300140,节能环境,2010-11-12,"2,606,198,010","423,395,434",C 制造业,,深交所
1632,创业板,300141,和顺电气,2010-11-12,"253,884,600","190,134,066",C 制造业,,深交所
1633,创业板,300142,沃森生物,2010-11-12,"1,607,348,484","1,567,525,477",C 制造业,,深交所
1634,创业板,300143,盈康生命,2010-12-09,"642,167,010","642,153,510",Q 卫生,,深交所
1635,创业板,300144,宋城演艺,2010-12-09,"2,614,694,040","2,271,864,649",R 文化传播,,深交所
1636,创业板,300145,中金环境,2010-12-09,"1,922,100,236","1,893,597,187",C 制造业,,深交所
1637,创业板,300146,汤臣倍健,2010-12-15,"1,700,759,571","1,129,900,674",C 制造业,,深交所
1638,创业板,300147,香雪制药,2010-12-15,"661,279,045","657,388,542",C 制造业,,深交所
1639,创业板,300148,天舟文化,2010-12-15,"835,339,343","790,486,735",I 信息技术,,深交所
1640,创业板,300149,睿智医药,2010-12-22,"499,776,892","498,909,292",M 科研服务,,深交所
1641,创业板,300150,世纪瑞尔,2010-12-22,"585,106,053","514,733,937",I 信息技术,,深交所
1642,创业板,300151,昌红科技,2010-12-22,"532,508,027","320,896,420",C 制造业,,深交所
1643,创业板,300152,新动力,2010-12-29,"712,800,000","712,461,075",N 公共环保,,深交所
1644,创业板,300153,科泰电源,2010-12-29,"320,000,000","318,030,118",C 制造业,,深交所
1645,创业板,300154,瑞凌股份,2010-12-29,"454,415,200","319,428,450",C 制造业,,深交所
1646,创业板,300155,安居宝,2011-01-07,"561,227,744","330,399,704",C 制造业,,深交所
1647,创业板,300157,新锦动力,2011-01-07,"712,113,257","697,396,157",B 采矿业,,深交所
1648,创业板,300158,振东制药,2011-01-07,"1,027,494,660","1,024,133,250",C 制造业,,深交所
1649,创业板,300159,新研股份,2011-01-07,"1,490,360,202","1,490,360,202",C 制造业,,深交所
1650,创业板,300160,秀强股份,2011-01-13,"772,946,292","723,586,889",C 制造业,,深交所
1651,创业板,300161,华中数控,2011-01-13,"198,696,906","168,762,123",C 制造业,,深交所
1652,创业板,300162,雷曼光电,2011-01-13,"349,510,030","272,161,780",C 制造业,,深交所
1653,创业板,300163,先锋新材,2011-01-13,"474,000,000","416,787,665",C 制造业,,深交所
1654,创业板,300164,通源石油,2011-01-13,"590,908,629","539,466,897",B 采矿业,,深交所
1655,创业板,300165,天瑞仪器,2011-01-25,"495,511,725","400,213,758",C 制造业,,深交所
1656,创业板,300166,东方国信,2011-01-25,"1,152,381,437","919,276,748",I 信息技术,,深交所
1657,创业板,300167,ST迪威迅,2011-01-25,"360,550,000","325,550,000",I 信息技术,,深交所
1658,创业板,300168,万达信息,2011-01-25,"1,443,191,991","1,361,205,666",I 信息技术,,深交所
1659,创业板,300169,天晟新材,2011-01-25,"325,984,340","301,735,782",C 制造业,,深交所
1660,创业板,300170,汉得信息,2011-02-01,"983,270,570","942,420,728",I 信息技术,,深交所
1661,创业板,300171,东富龙,2011-02-01,"760,702,540","559,451,105",C 制造业,,深交所
1662,创业板,300172,中电环保,2011-02-01,"676,710,000","523,512,387",N 公共环保,,深交所
1663,创业板,300173,福能东方,2011-02-01,"734,725,698","734,467,700",C 制造业,,深交所
1664,创业板,300174,元力股份,2011-02-01,"365,852,860","364,533,462",C 制造业,,深交所
1665,创业板,300175,朗源股份,2011-02-15,"470,800,000","470,800,000",C 制造业,,深交所
1666,创业板,300176,派生科技,2011-02-15,"387,280,800","387,280,800",C 制造业,,深交所
1667,创业板,300177,中海达,2011-02-15,"744,169,066","606,267,406",C 制造业,,深交所
1668,创业板,300179,四方达,2011-02-15,"485,908,830","376,046,987",C 制造业,,深交所
1669,创业板,300180,华峰超纤,2011-02-22,"1,761,060,155","1,474,686,192",C 制造业,,深交所
1670,创业板,300181,佐力药业,2011-02-22,"701,387,335","601,535,768",C 制造业,,深交所
1671,创业板,300182,捷成股份,2011-02-22,"2,636,966,007","2,212,221,902",R 文化传播,,深交所
1672,创业板,300183,东软载波,2011-02-22,"462,609,137","370,904,012",I 信息技术,,深交所
1673,创业板,300184,力源信息,2011-02-22,"1,154,011,922","1,048,391,179",F 批发零售,,深交所
1674,创业板,300185,通裕重工,2011-03-08,"3,896,930,359","3,705,263,687",C 制造业,,深交所
1675,创业板,300187,永清环保,2011-03-08,"645,622,165","644,499,467",N 公共环保,,深交所
1676,创业板,300188,美亚柏科,2011-03-16,"859,477,310","724,263,043",I 信息技术,,深交所
1677,创业板,300189,神农科技,2011-03-16,"1,024,000,000","963,049,748",A 农林牧渔,,深交所
1678,创业板,300190,维尔利,2011-03-16,"781,588,783","776,164,680",N 公共环保,,深交所
1679,创业板,300191,潜能恒信,2011-03-16,"320,000,000","220,070,000",B 采矿业,,深交所
1680,创业板,300192,科德教育,2011-03-22,"329,143,329","251,762,318",P 教育,,深交所
1681,创业板,300193,佳士科技,2011-03-22,"493,198,667","436,660,947",C 制造业,,深交所
1682,创业板,300194,福安药业,2011-03-22,"1,189,712,382","967,876,874",C 制造业,,深交所
1683,创业板,300195,长荣股份,2011-03-29,"423,387,356","313,462,931",C 制造业,,深交所
1684,创业板,300196,长海股份,2011-03-29,"408,716,044","246,361,679",C 制造业,,深交所
1685,创业板,300197,节能铁汉,2011-03-29,"2,965,219,134","2,091,034,818",N 公共环保,,深交所
1686,创业板,300198,纳川股份,2011-04-07,"1,031,548,540","908,170,477",C 制造业,,深交所
1687,创业板,300199,翰宇药业,2011-04-07,"883,241,336","666,033,813",C 制造业,,深交所
1688,创业板,300200,高盟新材,2011-04-07,"430,973,206","421,445,718",C 制造业,,深交所
1689,创业板,300201,海伦哲,2011-04-07,"1,040,921,518","1,036,811,558",C 制造业,,深交所
1690,创业板,300203,聚光科技,2011-04-15,"452,517,400","452,254,900",C 制造业,,深交所
1691,创业板,300204,舒泰神,2011-04-15,"476,017,555","470,169,934",C 制造业,,深交所
1692,创业板,300205,天喻信息,2011-04-21,"430,056,000","424,636,290",C 制造业,,深交所
1693,创业板,300206,理邦仪器,2011-04-21,"581,721,846","340,438,065",C 制造业,,深交所
1694,创业板,300207,欣旺达,2011-04-21,"1,862,319,056","1,728,190,531",C 制造业,,深交所
1695,创业板,300208,青岛中程,2011-04-26,"749,475,000","687,391,126",C 制造业,,深交所
1696,创业板,300209,ST有棵树,2011-04-26,"422,107,330","394,730,143",F 批发零售,,深交所
1697,创业板,300210,森远股份,2011-04-26,"484,219,953","483,668,259",C 制造业,,深交所
1698,创业板,300211,亿通科技,2011-05-05,"303,412,223","297,971,824",C 制造业,,深交所
1699,创业板,300212,易华录,2011-05-05,"665,814,309","640,723,091",I 信息技术,,深交所
1700,创业板,300213,佳讯飞鸿,2011-05-05,"593,718,564","550,900,772",C 制造业,,深交所
1701,创业板,300214,日科化学,2011-05-11,"466,802,614","403,563,086",C 制造业,,深交所
1702,创业板,300215,电科院,2011-05-11,"758,322,487","699,747,487",M 科研服务,,深交所
1703,创业板,300217,东方电热,2011-05-18,"1,487,706,540","1,236,681,112",C 制造业,,深交所
1704,创业板,300218,安利股份,2011-05-18,"216,987,000","216,276,394",C 制造业,,深交所
1705,创业板,300219,鸿利智汇,2011-05-18,"707,943,506","706,638,891",C 制造业,,深交所
1706,创业板,300220,ST金运,2011-05-25,"151,200,000","151,019,348",C 制造业,,深交所
1707,创业板,300221,银禧科技,2011-05-25,"474,557,935","452,472,162",C 制造业,,深交所
1708,创业板,300222,科大智能,2011-05-25,"780,242,234","635,764,509",C 制造业,,深交所
1709,创业板,300223,北京君正,2011-05-31,"481,569,911","415,768,389",C 制造业,,深交所
1710,创业板,300224,正海磁材,2011-05-31,"820,244,267","814,957,568",C 制造业,,深交所
