,板块,A股代码,证券简称,上市日期,总股本,流通股本,所属行业,B股代码,交易所
0,主板,000001,平安银行,1991-04-03,"19,405,918,198","19,405,546,950",J 金融业,,深交所
1,主板,000002,万  科Ａ,1991-01-29,"9,724,196,533","9,716,577,665",K 房地产,,深交所
2,主板,000004,国华网安,1990-12-01,"132,380,282","126,288,093",I 信息技术,,深交所
3,主板,000005,ST星源,1990-12-10,"1,058,536,842","1,057,875,742",N 公共环保,,深交所
4,主板,000006,深振业Ａ,1992-04-27,"1,349,995,046","1,349,987,396",K 房地产,,深交所
5,主板,000007,*ST全新,1992-04-13,"346,448,044","308,948,044",K 房地产,,深交所
6,主板,000008,神州高铁,1992-05-07,"2,716,377,683","2,675,949,260",C 制造业,,深交所
7,主板,000009,中国宝安,1991-06-25,"2,579,213,965","2,551,430,324",S 综合,,深交所
8,主板,000010,美丽生态,1995-10-27,"1,058,692,292","522,171,498",E 建筑业,,深交所
9,主板,000011,深物业A,1992-03-30,"528,373,849","526,475,543",K 房地产,,深交所
10,主板,000012,南  玻Ａ,1992-02-28,"1,961,323,047","1,956,966,398",C 制造业,,深交所
11,主板,000014,沙河股份,1992-06-02,"242,046,224","242,046,224",K 房地产,,深交所
12,主板,000016,深康佳Ａ,1992-03-27,"1,596,593,800","1,596,579,175",C 制造业,,深交所
13,主板,000017,深中华A,1992-03-31,"440,821,951","302,984,965",C 制造业,,深交所
14,主板,000019,深粮控股,1992-10-12,"1,100,785,974","416,216,407",F 批发零售,,深交所
15,主板,000020,深华发Ａ,1992-04-28,"181,165,391","181,165,391",C 制造业,,深交所
16,主板,000021,深科技,1994-02-02,"1,560,587,588","1,560,198,713",C 制造业,,深交所
17,主板,000023,ST深天,1993-04-29,"138,756,240","138,756,240",C 制造业,,深交所
18,主板,000025,特  力Ａ,1993-06-21,"392,778,320","392,778,320",F 批发零售,,深交所
19,主板,000026,飞亚达,1993-06-03,"365,330,033","362,553,413",F 批发零售,,深交所
20,主板,000027,深圳能源,1993-09-03,"4,757,389,916","4,757,389,916",D 水电煤气,,深交所
21,主板,000028,国药一致,1993-08-09,"485,213,797","478,053,712",F 批发零售,,深交所
22,主板,000029,深深房Ａ,1993-09-15,"891,660,000","891,650,850",K 房地产,,深交所
23,主板,000030,富奥股份,1993-09-29,"1,693,824,170","1,692,209,461",C 制造业,,深交所
24,主板,000031,大悦城,1993-10-08,"4,286,313,339","4,002,887,169",K 房地产,,深交所
25,主板,000032,深桑达Ａ,1993-10-28,"1,137,959,234","644,763,811",E 建筑业,,深交所
26,主板,000034,神州数码,1994-05-09,"669,581,480","550,276,520",F 批发零售,,深交所
27,主板,000035,中国天楹,1994-04-08,"2,523,777,297","2,453,345,376",N 公共环保,,深交所
28,主板,000036,华联控股,1994-06-17,"1,483,934,025","1,480,828,283",K 房地产,,深交所
29,主板,000037,深南电A,1994-07-01,"338,908,150","338,867,556",D 水电煤气,,深交所
30,主板,000039,中集集团,1994-04-08,"2,302,682,490","2,301,407,141",C 制造业,,深交所
31,主板,000040,东旭蓝天,1994-08-08,"1,486,873,870","1,060,340,670",D 水电煤气,,深交所
32,主板,000042,中洲控股,1994-09-21,"664,831,139","663,989,377",K 房地产,,深交所
33,主板,000045,深纺织Ａ,1994-08-15,"457,021,849","457,021,849",C 制造业,,深交所
34,主板,000046,*ST泛海,1994-09-12,"5,196,200,656","5,170,431,306",J 金融业,,深交所
35,主板,000048,京基智农,1994-11-01,"523,239,250","523,239,250",C 制造业,,深交所
36,主板,000049,德赛电池,1995-03-20,"299,386,862","299,278,116",C 制造业,,深交所
37,主板,000050,深天马Ａ,1995-03-15,"2,457,747,661","2,375,794,164",C 制造业,,深交所
38,主板,000055,方大集团,1996-04-15,"679,715,472","675,854,429",C 制造业,,深交所
39,主板,000056,皇庭国际,1996-07-08,"966,853,708","903,728,783",L 商务服务,,深交所
40,主板,000058,深 赛 格,1996-12-26,"984,739,354","984,696,604",L 商务服务,,深交所
41,主板,000059,华锦股份,1997-01-30,"1,599,442,537","1,599,405,037",C 制造业,,深交所
42,主板,000060,中金岭南,1997-01-23,"3,737,586,804","3,737,305,554",C 制造业,,深交所
43,主板,000061,农 产 品,1997-01-10,"1,696,964,131","1,696,932,506",L 商务服务,,深交所
44,主板,000062,深圳华强,1997-01-30,"1,045,909,322","1,044,547,851",F 批发零售,,深交所
45,主板,000063,中兴通讯,1997-11-18,"4,027,744,518","4,027,016,275",C 制造业,,深交所
46,主板,000065,北方国际,1998-06-05,"1,001,778,884","905,355,298",E 建筑业,,深交所
47,主板,000066,中国长城,1997-06-26,"3,225,799,088","3,146,793,277",C 制造业,,深交所
48,主板,000068,华控赛格,1997-06-11,"1,006,671,464","1,006,671,464",M 科研服务,,深交所
49,主板,000069,华侨城Ａ,1997-09-10,"8,201,793,915","7,056,455,919",K 房地产,,深交所
50,主板,000070,特发信息,2000-05-11,"900,344,760","888,578,626",C 制造业,,深交所
51,主板,000078,海王生物,1998-12-18,"2,750,833,257","2,626,073,638",F 批发零售,,深交所
52,主板,000088,盐 田 港,1997-07-28,"2,249,161,747","2,249,135,473",G 运输仓储,,深交所
53,主板,000089,深圳机场,1998-04-20,"2,050,769,509","2,050,742,403",G 运输仓储,,深交所
54,主板,000090,天健集团,1999-07-21,"1,868,545,434","1,868,459,934",E 建筑业,,深交所
55,主板,000096,广聚能源,2000-07-24,"528,000,000","510,848,000",F 批发零售,,深交所
56,主板,000099,中信海直,2000-07-31,"775,770,137","710,215,136",G 运输仓储,,深交所
57,主板,000100,TCL科技,2004-01-30,"18,779,080,767","18,098,541,554",C 制造业,,深交所
58,主板,000151,中成股份,2000-09-06,"337,370,728","266,543,967",F 批发零售,,深交所
59,主板,000153,丰原药业,2000-09-20,"332,111,230","311,977,230",C 制造业,,深交所
60,主板,000155,川能动力,2000-09-26,"1,475,926,818","1,296,929,045",D 水电煤气,,深交所
61,主板,000156,华数传媒,2000-09-06,"1,852,932,442","1,565,055,111",R 文化传播,,深交所
62,主板,000157,中联重科,2000-10-12,"7,096,027,688","7,066,092,622",C 制造业,,深交所
63,主板,000158,常山北明,2000-07-24,"1,598,616,721","1,584,265,499",I 信息技术,,深交所
64,主板,000159,国际实业,2000-09-26,"480,685,993","480,643,918",F 批发零售,,深交所
65,主板,000166,申万宏源,2015-01-26,"22,535,944,560","22,535,507,316",J 金融业,,深交所
66,主板,000301,东方盛虹,2000-05-29,"6,611,213,077","5,497,010,179",C 制造业,,深交所
67,主板,000333,美的集团,2013-09-18,"7,030,403,112","6,889,344,168",C 制造业,,深交所
68,主板,000338,潍柴动力,2007-04-30,"6,783,516,821","5,046,201,144",C 制造业,,深交所
69,主板,000400,许继电气,1997-04-18,"1,019,009,309","1,008,306,159",C 制造业,,深交所
70,主板,000401,冀东水泥,1996-06-14,"2,658,214,631","1,547,299,781",C 制造业,,深交所
71,主板,000402,金 融 街,1996-06-26,"2,988,929,907","2,987,698,630",K 房地产,,深交所
72,主板,000403,派林生物,1996-06-28,"732,645,729","636,876,243",C 制造业,,深交所
73,主板,000404,长虹华意,1996-06-19,"695,995,979","694,843,822",C 制造业,,深交所
74,主板,000407,胜利股份,1996-07-03,"880,084,656","875,767,412",D 水电煤气,,深交所
75,主板,000408,藏格矿业,1996-06-28,"1,580,435,073","1,580,418,573",C 制造业,,深交所
76,主板,000409,云鼎科技,1996-06-27,"664,210,505","423,373,245",I 信息技术,,深交所
77,主板,000410,沈阳机床,1996-07-18,"2,064,746,603","1,680,906,719",C 制造业,,深交所
78,主板,000411,英特集团,1996-07-16,"522,433,570","317,813,106",F 批发零售,,深交所
79,主板,000413,东旭光电,1996-09-25,"5,382,749,947","5,029,350,156",C 制造业,,深交所
80,主板,000415,渤海租赁,1996-07-16,"6,184,521,282","5,392,739,135",L 商务服务,,深交所
81,主板,000416,*ST民控,1996-07-19,"531,871,494","531,641,098",J 金融业,,深交所
82,主板,000417,合肥百货,1996-08-12,"779,884,200","779,027,451",F 批发零售,,深交所
83,主板,000419,通程控股,1996-08-16,"543,582,655","543,361,613",F 批发零售,,深交所
84,主板,000420,吉林化纤,1996-08-02,"2,458,868,343","2,458,028,143",C 制造业,,深交所
85,主板,000421,南京公用,1996-08-06,"578,261,934","572,646,934",D 水电煤气,,深交所
86,主板,000422,湖北宜化,1996-08-15,"1,057,866,712","897,817,191",C 制造业,,深交所
87,主板,000423,东阿阿胶,1996-07-29,"643,976,824","643,974,649",C 制造业,,深交所
88,主板,000425,徐工机械,1996-08-28,"11,816,166,093","8,128,992,231",C 制造业,,深交所
89,主板,000426,兴业银锡,1996-08-28,"1,837,192,219","1,477,879,862",B 采矿业,,深交所
90,主板,000428,华天酒店,1996-08-08,"1,018,926,000","1,018,882,500",H 住宿餐饮,,深交所
91,主板,000429,粤高速Ａ,1998-02-20,"1,742,056,126","1,303,329,906",G 运输仓储,,深交所
92,主板,000430,张家界,1996-08-29,"404,817,686","331,738,800",N 公共环保,,深交所
93,主板,000488,晨鸣纸业,2000-11-20,"1,745,051,684","1,685,544,097",C 制造业,,深交所
94,主板,000498,山东路桥,1997-06-09,"1,560,987,803","1,457,849,158",E 建筑业,,深交所
95,主板,000501,武商集团,1992-11-20,"768,992,731","768,073,142",F 批发零售,,深交所
96,主板,000503,国新健康,1992-11-30,"906,413,204","898,822,204",I 信息技术,,深交所
97,主板,000504,南华生物,1992-12-08,"311,573,901","310,667,201",M 科研服务,,深交所
98,主板,000505,京粮控股,1992-12-21,"661,975,251","631,105,336",C 制造业,,深交所
99,主板,000506,中润资源,1993-03-12,"929,017,761","928,670,961",B 采矿业,,深交所
100,主板,000507,珠海港,1993-03-26,"919,734,895","902,337,753",G 运输仓储,,深交所
101,主板,000509,华塑控股,1993-05-07,"1,073,128,052","1,073,112,808",Q 卫生,,深交所
102,主板,000510,新金路,1993-05-07,"609,182,254","567,284,732",C 制造业,,深交所
103,主板,000513,丽珠集团,1993-10-28,"625,721,470","605,842,624",C 制造业,,深交所
104,主板,000514,渝 开 发,1993-07-12,"843,770,965","843,770,965",K 房地产,,深交所
105,主板,000516,国际医学,1993-08-09,"2,260,809,518","1,899,545,570",Q 卫生,,深交所
106,主板,000517,荣安地产,1993-08-06,"3,183,922,485","2,491,986,416",K 房地产,,深交所
107,主板,000518,四环生物,1993-09-08,"1,029,556,222","1,029,554,722",C 制造业,,深交所
108,主板,000519,中兵红箭,1993-10-08,"1,392,558,982","1,391,500,582",C 制造业,,深交所
109,主板,000520,凤凰航运,1993-10-25,"1,012,083,455","1,012,079,705",G 运输仓储,,深交所
110,主板,000521,长虹美菱,1993-10-18,"881,733,881","875,312,459",C 制造业,,深交所
111,主板,000523,广州浪奇,1993-11-08,"1,835,468,461","1,571,582,457",C 制造业,,深交所
112,主板,000524,岭南控股,1993-11-18,"670,208,597","670,081,621",L 商务服务,,深交所
113,主板,000525,ST红太阳,1993-10-28,"580,772,873","580,617,168",C 制造业,,深交所
114,主板,000526,学大教育,1993-11-01,"122,124,709","117,762,709",P 教育,,深交所
115,主板,000528,柳    工,1993-11-18,"1,951,205,775","1,412,929,224",C 制造业,,深交所
116,主板,000529,广弘控股,1993-11-18,"583,790,330","569,884,377",C 制造业,,深交所
117,主板,000530,冰山冷热,1993-12-08,"601,712,507","600,041,613",C 制造业,,深交所
118,主板,000531,穗恒运Ａ,1994-01-06,"822,099,384","822,099,384",D 水电煤气,,深交所
119,主板,000532,华金资本,1994-01-03,"344,708,340","343,549,746",S 综合,,深交所
120,主板,000533,顺钠股份,1994-01-03,"690,816,000","684,902,400",C 制造业,,深交所
121,主板,000534,万泽股份,1994-01-10,"509,037,396","494,403,196",C 制造业,,深交所
122,主板,000536,华映科技,1993-11-26,"2,766,032,803","2,763,082,516",C 制造业,,深交所
123,主板,000537,广宇发展,1993-12-10,"1,862,520,720","1,862,515,320",K 房地产,,深交所
124,主板,000538,云南白药,1993-12-15,"1,796,862,549","1,785,295,191",C 制造业,,深交所
125,主板,000539,粤电力Ａ,1993-11-26,"4,451,875,986","2,553,911,199",D 水电煤气,,深交所
126,主板,000541,佛山照明,1993-11-23,"1,058,321,409","1,056,501,050",C 制造业,,深交所
127,主板,000543,皖能电力,1993-12-20,"2,266,863,331","2,266,863,331",D 水电煤气,,深交所
128,主板,000544,中原环保,1993-12-08,"974,684,488","974,684,488",D 水电煤气,,深交所
129,主板,000545,金浦钛业,1993-12-15,"986,833,096","985,403,096",C 制造业,,深交所
130,主板,000546,ST金圆,1993-12-15,"778,781,962","711,527,329",N 公共环保,,深交所
131,主板,000547,航天发展,1993-11-30,"1,598,468,269","1,588,350,696",C 制造业,,深交所
132,主板,000548,湖南投资,1993-12-20,"499,215,811","499,188,811",G 运输仓储,,深交所
133,主板,000550,江铃汽车,1993-12-01,"519,214,000","518,463,160",C 制造业,,深交所
134,主板,000551,创元科技,1994-01-06,"403,984,805","400,080,405",S 综合,,深交所
135,主板,000552,甘肃能化,1994-01-06,"4,611,052,468","2,504,610,823",B 采矿业,,深交所
136,主板,000553,安道麦A,1993-12-03,"2,177,071,961","2,177,067,461",C 制造业,,深交所
137,主板,000554,泰山石油,1993-12-15,"480,793,318","362,647,685",F 批发零售,,深交所
138,主板,000555,神州信息,1994-04-08,"983,653,713","980,191,563",I 信息技术,,深交所
139,主板,000557,西部创业,1994-06-17,"1,458,374,735","1,457,916,198",G 运输仓储,,深交所
140,主板,000558,莱茵体育,1994-05-09,"1,289,223,949","1,288,684,608",K 房地产,,深交所
141,主板,000559,万向钱潮,1994-01-10,"3,303,791,344","2,752,997,899",C 制造业,,深交所
142,主板,000560,我爱我家,1994-02-02,"2,355,500,851","2,248,225,409",K 房地产,,深交所
143,主板,000561,烽火电子,1994-05-09,"604,692,321","601,978,801",C 制造业,,深交所
144,主板,000563,陕国投Ａ,1994-01-10,"5,113,970,358","5,113,970,358",J 金融业,,深交所
145,主板,000564,ST大集,1994-01-10,"19,163,777,335","15,181,371,403",F 批发零售,,深交所
146,主板,000565,渝三峡Ａ,1994-04-08,"433,592,220","433,592,220",C 制造业,,深交所
147,主板,000566,海南海药,1994-05-25,"1,297,365,126","1,165,386,641",C 制造业,,深交所
148,主板,000567,海德股份,1994-05-25,"1,347,994,590","1,344,779,697",J 金融业,,深交所
149,主板,000568,泸州老窖,1994-05-09,"1,471,987,769","1,464,519,180",C 制造业,,深交所
150,主板,000570,苏常柴Ａ,1994-07-01,"555,692,507","498,874,326",C 制造业,,深交所
151,主板,000571,新大洲A,1994-05-25,"814,064,000","814,036,325",S 综合,,深交所
152,主板,000572,海马汽车,1994-08-08,"1,644,636,426","1,642,155,224",C 制造业,,深交所
153,主板,000573,粤宏远Ａ,1994-08-15,"638,280,604","632,918,427",K 房地产,,深交所
154,主板,000576,甘化科工,1994-09-07,"442,631,734","430,525,649",C 制造业,,深交所
155,主板,000581,威孚高科,1998-09-24,"830,199,793","824,080,063",C 制造业,,深交所
156,主板,000582,北部湾港,1995-11-02,"1,771,983,637","1,409,716,150",G 运输仓储,,深交所
157,主板,000584,ST工智,1995-11-28,"760,937,577","758,987,419",C 制造业,,深交所
158,主板,000586,汇源通信,1995-12-20,"193,440,000","193,440,000",C 制造业,,深交所
159,主板,000589,贵州轮胎,1996-03-08,"1,198,214,430","1,164,543,930",C 制造业,,深交所
160,主板,000590,启迪药业,1996-01-19,"239,471,267","239,376,227",C 制造业,,深交所
161,主板,000591,太阳能,1996-02-08,"3,909,227,441","3,595,164,818",D 水电煤气,,深交所
162,主板,000592,平潭发展,1996-03-27,"1,931,780,892","1,913,936,915",A 农林牧渔,,深交所
163,主板,000593,德龙汇能,1996-03-12,"358,631,009","358,456,319",D 水电煤气,,深交所
164,主板,000595,宝塔实业,1996-04-19,"1,138,656,366","1,138,217,668",C 制造业,,深交所
165,主板,000596,古井贡酒,1996-09-27,"408,600,000","408,600,000",C 制造业,,深交所
166,主板,000597,东北制药,1996-05-23,"1,434,316,265","1,369,433,736",C 制造业,,深交所
167,主板,000598,兴蓉环境,1996-05-29,"2,985,566,321","2,968,576,321",D 水电煤气,,深交所
168,主板,000599,青岛双星,1996-04-30,"816,758,987","816,725,739",C 制造业,,深交所
169,主板,000600,建投能源,1996-06-06,"1,791,626,376","1,090,044,876",D 水电煤气,,深交所
170,主板,000601,韶能股份,1996-08-30,"1,080,551,669","1,079,860,949",D 水电煤气,,深交所
171,主板,000603,盛达资源,1996-08-23,"689,969,346","588,809,719",B 采矿业,,深交所
172,主板,000605,渤海股份,1996-09-13,"352,658,600","337,643,688",D 水电煤气,,深交所
173,主板,000607,华媒控股,1996-08-30,"1,017,698,410","884,917,794",R 文化传播,,深交所
174,主板,000608,阳光股份,1996-09-19,"749,913,309","749,913,309",K 房地产,,深交所
175,主板,000609,中迪投资,1996-10-10,"299,265,522","292,089,522",S 综合,,深交所
176,主板,000610,西安旅游,1996-09-26,"236,747,901","235,483,894",N 公共环保,,深交所
177,主板,000612,焦作万方,1996-09-26,"1,192,199,394","1,191,420,144",C 制造业,,深交所
178,主板,000615,*ST美谷,1996-10-16,"762,979,719","761,734,484",K 房地产,,深交所
179,主板,000617,中油资本,1996-10-22,"12,642,079,079","12,642,079,079",J 金融业,,深交所
180,主板,000619,海螺新材,1996-10-23,"360,000,000","360,000,000",C 制造业,,深交所
181,主板,000620,*ST新联,1996-10-29,"1,896,690,420","1,896,624,195",K 房地产,,深交所
182,主板,000622,恒立实业,1996-11-07,"425,226,000","425,226,000",C 制造业,,深交所
183,主板,000623,吉林敖东,1996-10-28,"1,163,166,198","1,159,372,146",C 制造业,,深交所
184,主板,000625,长安汽车,1997-06-10,"8,277,708,223","7,648,197,929",C 制造业,,深交所
185,主板,000626,远大控股,1996-11-28,"508,940,464","501,949,535",F 批发零售,,深交所
186,主板,000627,天茂集团,1996-11-12,"4,940,629,165","4,552,504,165",J 金融业,,深交所
187,主板,000628,高新发展,1996-11-18,"352,280,000","192,074,040",E 建筑业,,深交所
188,主板,000629,钒钛股份,1996-11-15,"9,295,033,245","8,589,596,637",C 制造业,,深交所
189,主板,000630,铜陵有色,1996-11-20,"12,667,009,987","10,526,384,251",C 制造业,,深交所
190,主板,000631,顺发恒业,1996-11-22,"2,395,279,084","2,395,279,084",K 房地产,,深交所
191,主板,000632,三木集团,1996-11-21,"465,519,570","465,481,606",F 批发零售,,深交所
192,主板,000633,合金投资,1996-11-12,"385,106,373","385,103,448",C 制造业,,深交所
193,主板,000635,英 力 特,1996-11-20,"303,968,900","303,082,577",C 制造业,,深交所
194,主板,000636,风华高科,1996-11-29,"1,157,013,211","1,078,476,255",C 制造业,,深交所
195,主板,000637,ST实华,1996-11-14,"519,875,356","367,982,442",C 制造业,,深交所
196,主板,000638,万方发展,1996-11-26,"310,792,551","309,551,601",I 信息技术,,深交所
197,主板,000639,西王食品,1996-11-26,"1,079,428,095","1,079,426,772",C 制造业,,深交所
198,主板,000650,仁和药业,1996-12-10,"1,399,938,234","1,338,956,634",C 制造业,,深交所
199,主板,000651,格力电器,1996-11-18,"5,631,405,741","5,583,273,595",C 制造业,,深交所
200,主板,000652,泰达股份,1996-11-28,"1,475,573,852","1,474,454,109",F 批发零售,,深交所
201,主板,000655,金岭矿业,1996-11-28,"595,340,230","595,340,230",B 采矿业,,深交所
202,主板,000656,金科股份,1996-11-28,"5,339,715,816","5,308,376,017",K 房地产,,深交所
203,主板,000657,中钨高新,1996-12-05,"1,397,378,114","1,239,927,247",C 制造业,,深交所
204,主板,000659,珠海中富,1996-12-03,"1,285,702,520","1,285,702,520",C 制造业,,深交所
205,主板,000661,长春高新,1996-12-18,"404,654,990","401,992,827",C 制造业,,深交所
206,主板,000663,永安林业,1996-12-06,"336,683,929","306,297,328",C 制造业,,深交所
207,主板,000665,湖北广电,1996-12-10,"1,134,286,697","1,134,239,132",R 文化传播,,深交所
208,主板,000666,经纬纺机,1996-12-10,"523,330,000","293,636,744",J 金融业,,深交所
209,主板,000668,荣丰控股,1996-12-10,"146,841,890","146,688,393",K 房地产,,深交所
210,主板,000669,ST金鸿,1996-12-10,"680,408,797","680,408,797",D 水电煤气,,深交所
211,主板,000670,盈方微,1996-12-17,"816,627,360","722,106,712",C 制造业,,深交所
212,主板,000672,上峰水泥,1996-12-18,"969,395,450","969,395,450",C 制造业,,深交所
213,主板,000676,智度股份,1996-12-24,"1,276,506,972","1,274,824,025",I 信息技术,,深交所
214,主板,000677,恒天海龙,1996-12-26,"863,977,948","863,977,948",C 制造业,,深交所
215,主板,000678,襄阳轴承,1997-01-06,"459,611,797","459,611,797",C 制造业,,深交所
216,主板,000679,大连友谊,1997-01-24,"356,400,000","356,400,000",F 批发零售,,深交所
217,主板,000680,山推股份,1997-01-22,"1,500,855,412","1,064,570,453",C 制造业,,深交所
218,主板,000681,视觉中国,1997-01-21,"700,577,436","674,931,293",R 文化传播,,深交所
219,主板,000682,东方电子,1997-01-21,"1,340,727,007","1,340,599,269",I 信息技术,,深交所
220,主板,000683,远兴能源,1997-01-31,"3,621,758,560","3,275,599,348",C 制造业,,深交所
221,主板,000685,中山公用,1997-01-23,"1,475,111,351","1,253,176,733",D 水电煤气,,深交所
222,主板,000686,东北证券,1997-02-27,"2,340,452,915","2,340,452,915",J 金融业,,深交所
223,主板,000688,国城矿业,1997-01-20,"1,117,647,919","1,117,643,599",B 采矿业,,深交所
224,主板,000690,宝新能源,1997-01-28,"2,175,887,862","2,174,471,375",D 水电煤气,,深交所
225,主板,000691,亚太实业,1997-02-28,"323,270,000","323,270,000",C 制造业,,深交所
226,主板,000692,*ST惠天,1997-02-27,"532,832,976","532,824,976",D 水电煤气,,深交所
227,主板,000695,滨海能源,1997-02-18,"222,147,539","221,721,339",C 制造业,,深交所
228,主板,000697,*ST炼石,1997-03-25,"671,616,059","581,451,905",C 制造业,,深交所
229,主板,000698,沈阳化工,1997-02-20,"819,514,395","785,710,473",C 制造业,,深交所
230,主板,000700,模塑科技,1997-02-28,"918,015,389","918,015,389",C 制造业,,深交所
231,主板,000701,厦门信达,1997-02-26,"701,578,106","411,204,332",F 批发零售,,深交所
232,主板,000702,正虹科技,1997-03-18,"346,624,948","266,634,576",C 制造业,,深交所
233,主板,000703,恒逸石化,1997-03-28,"3,666,301,137","3,647,129,712",C 制造业,,深交所
234,主板,000705,浙江震元,1997-04-10,"334,123,286","281,898,251",F 批发零售,,深交所
235,主板,000707,双环科技,1997-04-15,"464,145,765","464,145,765",C 制造业,,深交所
236,主板,000708,中信特钢,1997-03-26,"5,047,156,096","5,047,139,296",C 制造业,,深交所
237,主板,000709,河钢股份,1997-04-16,"10,337,121,092","10,335,412,323",C 制造业,,深交所
238,主板,000710,贝瑞基因,1997-04-22,"354,605,865","305,745,075",M 科研服务,,深交所
239,主板,000711,*ST京蓝,1997-04-11,"1,023,667,816","982,573,339",E 建筑业,,深交所
240,主板,000712,锦龙股份,1997-04-15,"896,000,000","895,165,125",J 金融业,,深交所
241,主板,000713,丰乐种业,1997-04-22,"614,014,980","614,014,980",A 农林牧渔,,深交所
242,主板,000715,中兴商业,1997-05-08,"415,718,940","415,059,494",F 批发零售,,深交所
243,主板,000716,黑芝麻,1997-04-18,"743,999,550","695,926,611",C 制造业,,深交所
244,主板,000717,中南股份,1997-05-08,"2,423,845,590","2,423,560,965",C 制造业,,深交所
245,主板,000718,苏宁环球,1997-04-08,"3,034,636,384","2,289,754,222",K 房地产,,深交所
246,主板,000719,中原传媒,1997-03-31,"1,023,203,749","667,146,043",R 文化传播,,深交所
247,主板,000720,新能泰山,1997-05-09,"1,256,531,571","1,256,531,571",K 房地产,,深交所
248,主板,000721,西安饮食,1997-04-30,"573,914,308","437,501,920",H 住宿餐饮,,深交所
249,主板,000722,湖南发展,1997-05-22,"464,158,282","464,158,282",D 水电煤气,,深交所
250,主板,000723,美锦能源,1997-05-15,"4,326,456,100","3,970,771,089",C 制造业,,深交所
251,主板,000725,京东方Ａ,2001-01-12,"37,464,994,551","37,260,609,010",C 制造业,,深交所
252,主板,000726,鲁  泰Ａ,2000-12-25,"591,305,126","579,894,759",C 制造业,,深交所
253,主板,000727,冠捷科技,1997-05-20,"4,529,566,980","3,419,222,152",C 制造业,,深交所
254,主板,000728,国元证券,1997-06-16,"4,363,777,891","4,363,777,891",J 金融业,,深交所
255,主板,000729,燕京啤酒,1997-07-16,"2,818,539,341","2,509,560,118",C 制造业,,深交所
256,主板,000731,四川美丰,1997-06-17,"585,723,752","585,721,427",C 制造业,,深交所
257,主板,000733,振华科技,1997-07-03,"520,413,168","520,148,418",C 制造业,,深交所
258,主板,000735,罗 牛 山,1997-06-11,"1,151,513,578","1,150,897,517",A 农林牧渔,,深交所
259,主板,000736,中交地产,1997-04-25,"695,433,689","695,433,689",K 房地产,,深交所
260,主板,000737,北方铜业,1997-04-28,"1,772,456,167","726,271,622",C 制造业,,深交所
261,主板,000738,航发控制,1997-06-26,"1,315,184,001","1,315,184,001",C 制造业,,深交所
262,主板,000739,普洛药业,1997-05-09,"1,178,523,492","1,178,083,671",C 制造业,,深交所
263,主板,000750,国海证券,1997-07-09,"5,444,525,514","5,444,525,514",J 金融业,,深交所
264,主板,000751,锌业股份,1997-06-26,"1,615,630,595","1,409,869,279",C 制造业,,深交所
265,主板,000752,*ST西发,1997-06-25,"263,758,491","263,758,491",C 制造业,,深交所
266,主板,000753,漳州发展,1997-06-26,"991,481,071","991,481,071",F 批发零售,,深交所
267,主板,000755,山西路桥,1997-06-27,"1,467,310,196","610,043,921",G 运输仓储,,深交所
268,主板,000756,新华制药,1997-08-06,"479,682,835","441,006,160",C 制造业,,深交所
269,主板,000757,浩物股份,1997-06-27,"532,716,095","532,714,539",F 批发零售,,深交所
270,主板,000758,中色股份,1997-04-16,"1,993,023,874","1,969,314,394",B 采矿业,,深交所
271,主板,000759,中百集团,1997-05-19,"681,021,500","655,706,025",F 批发零售,,深交所
272,主板,000761,本钢板材,1998-01-15,"3,708,217,784","3,708,143,109",C 制造业,,深交所
273,主板,000762,西藏矿业,1997-07-08,"521,223,740","520,800,618",B 采矿业,,深交所
274,主板,000766,通化金马,1997-04-30,"966,494,707","965,970,181",C 制造业,,深交所
275,主板,000767,晋控电力,1997-06-09,"3,076,942,219","2,912,246,436",D 水电煤气,,深交所
276,主板,000768,中航西飞,1997-06-26,"2,781,740,071","2,768,639,446",C 制造业,,深交所
277,主板,000776,广发证券,1997-06-11,"5,919,291,464","5,919,291,464",J 金融业,,深交所
278,主板,000777,中核科技,1997-07-10,"384,471,593","383,410,827",C 制造业,,深交所
279,主板,000778,新兴铸管,1997-06-06,"3,990,058,776","3,896,212,692",C 制造业,,深交所
280,主板,000779,甘咨询,1997-05-28,"380,095,146","376,041,474",M 科研服务,,深交所
281,主板,000782,美达股份,1997-06-19,"528,139,623","528,139,623",C 制造业,,深交所
282,主板,000783,长江证券,1997-07-31,"5,529,959,839","5,529,959,839",J 金融业,,深交所
283,主板,000785,居然之家,1997-07-11,"6,287,288,273","5,965,233,855",L 商务服务,,深交所
284,主板,000786,北新建材,1997-06-06,"1,689,507,842","1,632,450,335",C 制造业,,深交所
285,主板,000788,北大医药,1997-06-16,"595,987,425","595,987,425",C 制造业,,深交所
286,主板,000789,万年青,1997-09-23,"797,402,592","797,383,685",C 制造业,,深交所
287,主板,000790,华神科技,1998-03-27,"628,142,564","618,967,664",C 制造业,,深交所
288,主板,000791,甘肃能源,1997-10-14,"1,600,540,535","1,600,524,785",D 水电煤气,,深交所
289,主板,000792,盐湖股份,1997-09-04,"5,432,876,672","5,432,784,402",C 制造业,,深交所
290,主板,000793,华闻集团,1997-07-29,"1,997,245,457","1,961,008,615",R 文化传播,,深交所
291,主板,000795,英洛华,1997-08-08,"1,133,684,103","1,133,684,103",C 制造业,,深交所
